Leaf number,spectrometer,gain,integratoin time,450 nm,500 nm,550 nm,570 nm,600 nm,650 nm,time,position,Chlorophyll a (ug/ml),Chlorophyll b (ug/ml),Total Chlorophyll (ug/ml),position stdev,vial number stdev,Absorbance (647) stdev,Absorbance (664) stdev,Chlorophyll a (ug/ml) stdev,Chlorophyll b (ug/ml) stdev,Total Chlorophyll (ug/ml) stdev
Leaf: 5,b'AS7262',16,100,0.091403334,0.044356901,0.081389179,0.070225502,0.092871013,0.09412144,12:51:03,pos 2,0.373901622,0.146896,0.520797622,1.58113883,1.58113883,0.007263746,0.009330434,0.01792598,0.022667119,0.037327645
Leaf: 5,b'AS7262',16,100,0.089221617,0.042461954,0.078333434,0.067732023,0.089528328,0.090667472,12:51:04,pos 2,0.373901622,0.146896,0.520797622,1.58113883,1.58113883,0.007263746,0.009330434,0.01792598,0.022667119,0.037327645
Leaf: 5,b'AS7262',16,100,0.038918988,0.050864562,0.101370519,0.090314592,0.055269726,0.035241571,12:51:19,pos 3,0.373901622,0.146896,0.520797622,1.58113883,1.58113883,0.007263746,0.009330434,0.01792598,0.022667119,0.037327645
Leaf: 5,b'AS7262',16,100,0.038813431,0.049518169,0.099302858,0.088526791,0.054283867,0.034513002,12:51:19,pos 3,0.373901622,0.146896,0.520797622,1.58113883,1.58113883,0.007263746,0.009330434,0.01792598,0.022667119,0.037327645
Leaf: 6,b'AS7262',16,100,0.038883812,0.044606227,0.073338086,0.073111059,0.055562402,0.028090724,12:51:58,pos 1,0.389770883,0.118680937,0.50845182,1.58113883,1.58113883,0.002171866,0.003025227,0.006998972,0.009626638,0.00878033
Leaf: 6,b'AS7262',16,100,0.038619884,0.04350916,0.071892559,0.071621225,0.054407094,0.027712951,12:51:58,pos 1,0.389770883,0.118680937,0.50845182,1.58113883,1.58113883,0.002171866,0.003025227,0.006998972,0.009626638,0.00878033
Leaf: 6,b'AS7262',16,100,0.059504538,0.027900712,0.058516769,0.056895522,0.068702053,0.045360728,12:52:12,pos 2,0.389770883,0.118680937,0.50845182,1.58113883,1.58113883,0.002171866,0.003025227,0.006998972,0.009626638,0.00878033
Leaf: 6,b'AS7262',16,100,0.059803642,0.027077912,0.056851658,0.055484117,0.067500536,0.045063889,12:52:13,pos 2,0.389770883,0.118680937,0.50845182,1.58113883,1.58113883,0.002171866,0.003025227,0.006998972,0.009626638,0.00878033
Leaf: 6,b'AS7262',16,100,0.065768166,0.054754219,0.096521572,0.083382992,0.103576835,0.057530645,12:52:27,pos 3,0.389770883,0.118680937,0.50845182,1.58113883,1.58113883,0.002171866,0.003025227,0.006998972,0.009626638,0.00878033
Leaf: 6,b'AS7262',16,100,0.06495883,0.052684728,0.093795177,0.081093368,0.101050559,0.055614775,12:52:28,pos 3,0.389770883,0.118680937,0.50845182,1.58113883,1.58113883,0.002171866,0.003025227,0.006998972,0.009626638,0.00878033
Leaf: 7,b'AS7262',16,100,0.060700968,0.090359423,0.104773923,0.110074333,0.07782125,0.106642207,10:48:12,pos 1,0.286471495,0.09188209,0.378353586,1.58113883,1.58113883,0.005948361,0.01249848,0.025891791,0.01621904,0.035919652
Leaf: 7,b'AS7262',16,100,0.06047223,0.087616715,0.101864561,0.107392648,0.076142209,0.10442947,10:48:12,pos 1,0.286471495,0.09188209,0.378353586,1.58113883,1.58113883,0.005948361,0.01249848,0.025891791,0.01621904,0.035919652
Leaf: 7,b'AS7262',16,100,0.061615874,0.091306886,0.105267982,0.110921186,0.078422016,0.107451737,10:48:32,pos 2,0.286471495,0.09188209,0.378353586,1.58113883,1.58113883,0.005948361,0.01249848,0.025891791,0.01621904,0.035919652
Leaf: 7,b'AS7262',16,100,0.061351961,0.088514337,0.102376912,0.108255184,0.076742975,0.105104082,10:48:32,pos 2,0.286471495,0.09188209,0.378353586,1.58113883,1.58113883,0.005948361,0.01249848,0.025891791,0.01621904,0.035919652
Leaf: 7,b'AS7262',16,100,0.062055739,0.091581173,0.105267982,0.111062312,0.078576069,0.107505692,10:48:44,pos 3,0.286471495,0.09188209,0.378353586,1.58113883,1.58113883,0.005948361,0.01249848,0.025891791,0.01621904,0.035919652
Leaf: 7,b'AS7262',16,100,0.061774231,0.088738743,0.102285404,0.108317914,0.076897012,0.105346938,10:48:44,pos 3,0.286471495,0.09188209,0.378353586,1.58113883,1.58113883,0.005948361,0.01249848,0.025891791,0.01621904,0.035919652
Leaf: 8,b'AS7262',16,100,0.087655702,0.079862362,0.108122469,0.098438027,0.100157132,0.101434209,10:50:50,pos 1,0.323399568,0.100342054,0.423741622,1.58113883,1.58113883,0.004102804,0.01137506,0.023742461,0.006345578,0.029271893
Leaf: 8,b'AS7262',16,100,0.08711028,0.077817811,0.105963299,0.096524782,0.098431868,0.099680234,10:50:51,pos 1,0.323399568,0.100342054,0.423741622,1.58113883,1.58113883,0.004102804,0.01137506,0.023742461,0.006345578,0.029271893
Leaf: 8,b'AS7262',16,100,0.087638107,0.080061847,0.108268836,0.098469392,0.100110924,0.101434209,10:51:01,pos 2,0.323399568,0.100342054,0.423741622,1.58113883,1.58113883,0.004102804,0.01137506,0.023742461,0.006345578,0.029271893
Leaf: 8,b'AS7262',16,100,0.087127875,0.078191821,0.106256066,0.096697289,0.098478091,0.099653256,10:51:02,pos 2,0.323399568,0.100342054,0.423741622,1.58113883,1.58113883,0.004102804,0.01137506,0.023742461,0.006345578,0.029271893
Leaf: 8,b'AS7262',16,100,0.087954806,0.080385975,0.108579894,0.098751692,0.100434411,0.101758026,10:51:21,pos 3,0.323399568,0.100342054,0.423741622,1.58113883,1.58113883,0.004102804,0.01137506,0.023742461,0.006345578,0.029271893
Leaf: 8,b'AS7262',16,100,0.087444574,0.078416226,0.106384142,0.096932526,0.098832373,0.099815151,10:51:21,pos 3,0.323399568,0.100342054,0.423741622,1.58113883,1.58113883,0.004102804,0.01137506,0.023742461,0.006345578,0.029271893
Leaf: 9,b'AS7262',16,100,0.04352874,0.044182377,0.067519346,0.064658277,0.04519548,0.035511432,10:53:07,pos 1,0.541507647,0.081113917,0.622621564,1.58113883,1.58113883,0.039780596,0.008434868,0.030246796,0.1678281,0.144556466
Leaf: 9,b'AS7262',16,100,0.043616716,0.04393303,0.06695212,0.06417212,0.044887406,0.035241571,10:53:07,pos 1,0.541507647,0.081113917,0.622621564,1.58113883,1.58113883,0.039780596,0.008434868,0.030246796,0.1678281,0.144556466
Leaf: 9,b'AS7262',16,100,0.045077059,0.046301729,0.074966597,0.072091699,0.050109361,0.0395321,10:53:19,pos 2,0.541507647,0.081113917,0.622621564,1.58113883,1.58113883,0.039780596,0.008434868,0.030246796,0.1678281,0.144556466
Leaf: 9,b'AS7262',16,100,0.040959958,0.041664074,0.066549553,0.064046677,0.044548506,0.035052698,10:53:19,pos 2,0.541507647,0.081113917,0.622621564,1.58113883,1.58113883,0.039780596,0.008434868,0.030246796,0.1678281,0.144556466
Leaf: 9,b'AS7262',16,100,0.040467307,0.041589272,0.067574254,0.065081703,0.045226291,0.035403493,10:53:33,pos 3,0.541507647,0.081113917,0.622621564,1.58113883,1.58113883,0.039780596,0.008434868,0.030246796,0.1678281,0.144556466
Leaf: 9,b'AS7262',16,100,0.041047934,0.041838619,0.067519346,0.065050338,0.045226291,0.03534951,10:53:33,pos 3,0.541507647,0.081113917,0.622621564,1.58113883,1.58113883,0.039780596,0.008434868,0.030246796,0.1678281,0.144556466
Leaf: 10,b'AS7262',16,100,0.070905759,0.093750387,0.138350637,0.137236149,0.07991621,0.054130633,10:56:38,pos 1,0.427458126,0.129254991,0.556713117,1.58113883,1.58113883,0.006751074,0.013130613,0.026397831,0.015810819,0.040997794
Leaf: 10,b'AS7262',16,100,0.07055387,0.091232104,0.135258276,0.134413321,0.078344998,0.052727453,10:56:38,pos 1,0.427458126,0.129254991,0.556713117,1.58113883,1.58113883,0.006751074,0.013130613,0.026397831,0.015810819,0.040997794
Leaf: 10,b'AS7262',16,100,0.07094095,0.093825189,0.138405513,0.137298879,0.079885399,0.054049672,10:56:52,pos 2,0.427458126,0.129254991,0.556713117,1.58113883,1.58113883,0.006751074,0.013130613,0.026397831,0.015810819,0.040997794
Leaf: 10,b'AS7262',16,100,0.070606656,0.091257045,0.135258276,0.134444703,0.078314187,0.052700447,10:56:52,pos 2,0.427458126,0.129254991,0.556713117,1.58113883,1.58113883,0.006751074,0.013130613,0.026397831,0.015810819,0.040997794
Leaf: 10,b'AS7262',16,100,0.070958545,0.093800268,0.138295729,0.13715772,0.079808381,0.053887777,10:57:03,pos 3,0.427458126,0.129254991,0.556713117,1.58113883,1.58113883,0.006751074,0.013130613,0.026397831,0.015810819,0.040997794
Leaf: 10,b'AS7262',16,100,0.070641846,0.091356768,0.135331476,0.134413321,0.078298774,0.052727453,10:57:03,pos 3,0.427458126,0.129254991,0.556713117,1.58113883,1.58113883,0.006751074,0.013130613,0.026397831,0.015810819,0.040997794
Leaf: 11,b'AS7262',16,100,0.065486672,0.028424326,0.071837668,0.064187803,0.077605592,0.056181448,10:57:48,pos 1,0.437354234,0.145501694,0.582855928,1.58113883,1.58113883,0.002865833,0.00388883,0.007820217,0.009584473,0.014427534
Leaf: 11,b'AS7262',16,100,0.076008163,0.032787694,0.070849567,0.063246871,0.076419488,0.055506836,10:57:48,pos 1,0.437354234,0.145501694,0.582855928,1.58113883,1.58113883,0.002865833,0.00388883,0.007820217,0.009584473,0.014427534
Leaf: 11,b'AS7262',16,100,0.076395242,0.03343597,0.071984051,0.064250533,0.077513176,0.056289387,10:57:59,pos 2,0.437354234,0.145501694,0.582855928,1.58113883,1.58113883,0.002865833,0.00388883,0.007820217,0.009584473,0.014427534
Leaf: 11,b'AS7262',16,100,0.076113719,0.032787694,0.070831275,0.063246871,0.076388678,0.055506836,10:58:00,pos 2,0.437354234,0.145501694,0.582855928,1.58113883,1.58113883,0.002865833,0.00388883,0.007820217,0.009584473,0.014427534
Leaf: 11,b'AS7262',16,100,0.076518394,0.033510792,0.072038943,0.06436031,0.077590195,0.056370348,10:58:16,pos 3,0.437354234,0.145501694,0.582855928,1.58113883,1.58113883,0.002865833,0.00388883,0.007820217,0.009584473,0.014427534
Leaf: 11,b'AS7262',16,100,0.076219305,0.032887436,0.070959367,0.063388013,0.076496507,0.055641752,10:58:16,pos 3,0.437354234,0.145501694,0.582855928,1.58113883,1.58113883,0.002865833,0.00388883,0.007820217,0.009584473,0.014427534
Leaf: 12,b'AS7262',16,100,0.176173583,0.167329493,0.352070405,0.311466887,0.223297074,0.147982239,10:59:36,pos 1,0.354973045,0.146112721,0.501085766,1.58113883,1.58113883,0.014023124,0.009426134,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,0.174502112,0.162567175,0.344915988,0.305350889,0.218768347,0.144123465,10:59:36,pos 1,0.354973045,0.146112721,0.501085766,1.58113883,1.58113883,0.014023124,0.009426134,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,0.177000542,0.168127353,0.351887488,0.311623712,0.223466524,0.147982239,10:59:55,pos 2,0.354973045,0.146112721,0.501085766,1.58113883,1.58113883,0.014023124,0.009426134,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,0.175434528,0.162966125,0.34478788,0.30549195,0.219168838,0.143934593,10:59:55,pos 2,0.354973045,0.146112721,0.501085766,1.58113883,1.58113883,0.014023124,0.009426134,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,0.177985758,0.168551244,0.351539813,0.311576746,0.223836219,0.147793339,11:00:12,pos 3,0.354973045,0.146112721,0.501085766,1.58113883,1.58113883,0.014023124,0.009426134,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,0.176314287,0.163265312,0.344403555,0.305460585,0.219523058,0.143691709,11:00:12,pos 3,0.354973045,0.146112721,0.501085766,1.58113883,1.58113883,0.014023124,0.009426134,0.016224475,0.051639241,0.061055437
Leaf: 13,b'AS7262',16,100,0.066524745,0.116564653,0.142010225,0.143462022,0.084059905,0.062792627,10:15:03,pos 1,0.314741694,0.097854126,0.41259582,1.58113883,1.58113883,0.005749174,0.010828897,0.021683268,0.013820013,0.034455038
Leaf: 13,b'AS7262',16,100,0.066049689,0.112999145,0.138204254,0.139949166,0.082118983,0.061119585,10:15:03,pos 1,0.314741694,0.097854126,0.41259582,1.58113883,1.58113883,0.005749174,0.010828897,0.021683268,0.013820013,0.034455038
Leaf: 13,b'AS7262',16,100,0.067158143,0.116938663,0.142156592,0.143462022,0.084167719,0.063467211,10:15:20,pos 2,0.314741694,0.097854126,0.41259582,1.58113883,1.58113883,0.005749174,0.010828897,0.021683268,0.013820013,0.034455038
Leaf: 13,b'AS7262',16,100,0.066665492,0.113398095,0.138295729,0.139964865,0.082257622,0.061794197,10:15:20,pos 2,0.314741694,0.097854126,0.41259582,1.58113883,1.58113883,0.005749174,0.010828897,0.021683268,0.013820013,0.034455038
Leaf: 13,b'AS7262',16,100,0.067492423,0.117088266,0.141900425,0.143289531,0.084136908,0.063440234,10:15:32,pos 3,0.314741694,0.097854126,0.41259582,1.58113883,1.58113883,0.005749174,0.010828897,0.021683268,0.013820013,0.034455038
Leaf: 13,b'AS7262',16,100,0.067017381,0.113747163,0.138295729,0.139933484,0.082319243,0.061929114,10:15:32,pos 3,0.314741694,0.097854126,0.41259582,1.58113883,1.58113883,0.005749174,0.010828897,0.021683268,0.013820013,0.034455038
Leaf: 14,b'AS7262',16,100,0.077134211,0.064204053,0.120052699,0.111768023,0.097877325,0.078524506,10:17:00,pos 1,0.294213477,0.094143423,0.388356901,1.58113883,1.58113883,0.007840599,0.018400462,0.037687264,0.014335939,0.051963492
Leaf: 14,b'AS7262',16,100,0.07662398,0.062159503,0.116978662,0.10916475,0.095874797,0.076554624,10:17:01,pos 1,0.294213477,0.094143423,0.388356901,1.58113883,1.58113883,0.007840599,0.018400462,0.037687264,0.014335939,0.051963492
Leaf: 14,b'AS7262',16,100,0.083028355,0.065725011,0.136648927,0.127936513,0.121399311,0.069673612,10:17:16,pos 2,0.294213477,0.094143423,0.388356901,1.58113883,1.58113883,0.007840599,0.018400462,0.037687264,0.014335939,0.051963492
Leaf: 14,b'AS7262',16,100,0.08265887,0.063505916,0.13298934,0.124815735,0.118826842,0.06818947,10:17:16,pos 2,0.294213477,0.094143423,0.388356901,1.58113883,1.58113883,0.007840599,0.018400462,0.037687264,0.014335939,0.051963492
Leaf: 14,b'AS7262',16,100,0.084171999,0.065924476,0.136301252,0.128014925,0.121769021,0.071103798,10:17:27,pos 3,0.294213477,0.094143423,0.388356901,1.58113883,1.58113883,0.007840599,0.018400462,0.037687264,0.014335939,0.051963492
Leaf: 14,b'AS7262',16,100,0.08389049,0.06405445,0.13295274,0.125160749,0.119304367,0.069916495,10:17:27,pos 3,0.294213477,0.094143423,0.388356901,1.58113883,1.58113883,0.007840599,0.018400462,0.037687264,0.014335939,0.051963492
Leaf: 15,b'AS7262',16,100,0.1358294,0.113123808,0.172622587,0.165558385,0.117748552,0.091261096,10:18:35,pos 1,0.436755171,0.133119712,0.569874883,1.58113883,1.58113883,0.00061887,0.004410442,0.00991359,0.004138928,0.006834176
Leaf: 15,b'AS7262',16,100,0.134932088,0.110106853,0.168706865,0.161967198,0.115176084,0.089237287,10:18:35,pos 1,0.436755171,0.133119712,0.569874883,1.58113883,1.58113883,0.00061887,0.004410442,0.00991359,0.004138928,0.006834176
Leaf: 15,b'AS7262',16,100,0.128070224,0.103848518,0.140729357,0.143587498,0.113250575,0.082841986,10:18:50,pos 2,0.436755171,0.133119712,0.569874883,1.58113883,1.58113883,0.00061887,0.004410442,0.00991359,0.004138928,0.006834176
Leaf: 15,b'AS7262',16,100,0.127929477,0.10195355,0.13805787,0.141266493,0.110770507,0.081249905,10:18:50,pos 2,0.436755171,0.133119712,0.569874883,1.58113883,1.58113883,0.00061887,0.004410442,0.00991359,0.004138928,0.006834176
Leaf: 15,b'AS7262',16,100,0.087391789,0.045653453,0.112696924,0.105432357,0.085492478,0.062144992,10:19:06,pos 3,0.436755171,0.133119712,0.569874883,1.58113883,1.58113883,0.00061887,0.004410442,0.00991359,0.004138928,0.006834176
Leaf: 15,b'AS7262',16,100,0.086758391,0.044132495,0.109787562,0.102907496,0.083459139,0.060633845,10:19:07,pos 3,0.436755171,0.133119712,0.569874883,1.58113883,1.58113883,0.00061887,0.004410442,0.00991359,0.004138928,0.006834176
Leaf: 16,b'AS7262',16,100,0.057041312,0.062982323,0.105579041,0.092525787,0.070396507,0.035403493,10:19:48,pos 1,0.495712252,0.166363171,0.662075423,1.58113883,1.58113883,0.005675209,0.00698663,0.014225281,0.0201992,0.027117894
Leaf: 16,b'AS7262',16,100,0.057234845,0.061935097,0.104499464,0.09149076,0.069749533,0.034917753,10:19:48,pos 1,0.495712252,0.166363171,0.662075423,1.58113883,1.58113883,0.005675209,0.00698663,0.014225281,0.0201992,0.027117894
Leaf: 16,b'AS7262',16,100,0.048120912,0.035131472,0.075991281,0.073581533,0.056240187,0.0391543,10:20:02,pos 2,0.495712252,0.166363171,0.662075423,1.58113883,1.58113883,0.005675209,0.00698663,0.014225281,0.0201992,0.027117894
Leaf: 16,b'AS7262',16,100,0.047892174,0.03425879,0.074161496,0.072076017,0.054961652,0.038128893,10:20:02,pos 2,0.495712252,0.166363171,0.662075423,1.58113883,1.58113883,0.005675209,0.00698663,0.014225281,0.0201992,0.027117894
Leaf: 16,b'AS7262',16,100,0.048279254,0.035305996,0.075442364,0.073565851,0.055885889,0.038560649,10:20:14,pos 3,0.495712252,0.166363171,0.662075423,1.58113883,1.58113883,0.005675209,0.00698663,0.014225281,0.0201992,0.027117894
Leaf: 16,b'AS7262',16,100,0.047769022,0.034383453,0.073649161,0.071934891,0.054545733,0.037346369,10:20:14,pos 3,0.495712252,0.166363171,0.662075423,1.58113883,1.58113883,0.005675209,0.00698663,0.014225281,0.0201992,0.027117894
Leaf: 17,b'AS7262',16,100,0.089467949,0.107414026,0.137216153,0.137047943,0.087171518,0.068459332,10:22:04,pos 1,0.409654667,0.146786234,0.556440901,1.58113883,1.58113883,0.008318534,0.012000292,0.022883827,0.022875221,0.045537159
Leaf: 17,b'AS7262',16,100,0.089045679,0.104945585,0.134636142,0.134444703,0.085415459,0.067379941,10:22:05,pos 1,0.409654667,0.146786234,0.556440901,1.58113883,1.58113883,0.008318534,0.012000292,0.022883827,0.022875221,0.045537159
Leaf: 17,b'AS7262',16,100,0.08945034,0.107663352,0.137179569,0.136985229,0.087032879,0.068567271,10:22:15,pos 2,0.409654667,0.146786234,0.556440901,1.58113883,1.58113883,0.008318534,0.012000292,0.022883827,0.022875221,0.045537159
Leaf: 17,b'AS7262',16,100,0.088992893,0.105020387,0.134398266,0.134287846,0.085276819,0.067110107,10:22:15,pos 2,0.409654667,0.146786234,0.556440901,1.58113883,1.58113883,0.008318534,0.012000292,0.022883827,0.022875221,0.045537159
Leaf: 17,b'AS7262',16,100,0.089397554,0.107613491,0.137106369,0.136938166,0.087002068,0.068459332,10:22:26,pos 3,0.409654667,0.146786234,0.556440901,1.58113883,1.58113883,0.008318534,0.012000292,0.022883827,0.022875221,0.045537159
Leaf: 17,b'AS7262',16,100,0.088922513,0.104895724,0.134233591,0.13414672,0.085215198,0.066840245,10:22:27,pos 3,0.409654667,0.146786234,0.556440901,1.58113883,1.58113883,0.008318534,0.012000292,0.022883827,0.022875221,0.045537159
Leaf: 18,b'AS7262',16,100,0.026303756,0.042262489,0.092386234,0.079744693,0.04516467,0.025958953,10:23:53,pos 1,0.389945874,0.147060036,0.53700591,1.58113883,1.58113883,0.007548973,0.014216997,0.02839517,0.017756564,0.045408826
Leaf: 18,b'AS7262',16,100,0.026127804,0.041539411,0.090794307,0.078427366,0.044379072,0.025662128,10:23:54,pos 1,0.389945874,0.147060036,0.53700591,1.58113883,1.58113883,0.007548973,0.014216997,0.02839517,0.017756564,0.045408826
Leaf: 18,b'AS7262',16,100,0.028415092,0.04188848,0.090355156,0.079211489,0.057287667,0.022666864,10:24:06,pos 2,0.389945874,0.147060036,0.53700591,1.58113883,1.58113883,0.007548973,0.014216997,0.02839517,0.017756564,0.045408826
Leaf: 18,b'AS7262',16,100,0.028309521,0.041015798,0.088653462,0.077800067,0.056363414,0.022289083,10:24:07,pos 2,0.389945874,0.147060036,0.53700591,1.58113883,1.58113883,0.007548973,0.014216997,0.02839517,0.017756564,0.045408826
Leaf: 18,b'AS7262',16,100,0.028679006,0.04228741,0.090849198,0.079760375,0.057965436,0.022639878,10:24:18,pos 3,0.389945874,0.147060036,0.53700591,1.58113883,1.58113883,0.007548973,0.014216997,0.02839517,0.017756564,0.045408826
Leaf: 18,b'AS7262',16,100,0.028485473,0.041315006,0.089056013,0.078254859,0.056902559,0.022100193,10:24:18,pos 3,0.389945874,0.147060036,0.53700591,1.58113883,1.58113883,0.007548973,0.014216997,0.02839517,0.017756564,0.045408826
