Leaf number,spectrometer,gain,integratoin time,450nm,500 nm,550 nm,570 nm,600 nm,650 nm,time,position,Chlorophyll a (ug/ml),Chlorophyll b (ug/ml),Total Chlorophyll (ug/ml),position stdev,vial number stdev,Absorbance (647) stdev,Absorbance (664) stdev,Chlorophyll a (ug/ml) stdev,Chlorophyll b (ug/ml) stdev,Total Chlorophyll (ug/ml) stdev
Leaf: 2,b'AS7262',16,100,0.050232248,0.031067291,0.062377632,0.061553181,0.057025785,0.053509976,12:44:26,pos 3,0.229680252,0.063844685,0.293524937,1.58113883,1.58113883,0.004060172,0.012579666,0.026617897,0.006863818,0.03027574
Leaf: 2,b'AS7262',16,100,0.049722002,0.030144748,0.060968688,0.060298584,0.055762663,0.052430613,12:44:26,pos 3,0.229680252,0.063844685,0.293524937,1.58113883,1.58113883,0.004060172,0.012579666,0.026617897,0.006863818,0.03027574
Leaf: 3,b'AS7262',16,100,0.018315857,0.017129393,0.033485206,0.03214879,0.02025632,0.014868383,12:46:26,pos 1,0.455421297,0.148642811,0.604064108,1.58113883,1.58113883,0.006326769,0.015227377,0.03128852,0.011313917,0.04237508
Leaf: 3,b'AS7262',16,100,0.01812231,0.016630721,0.032643505,0.031427397,0.019778796,0.014301712,12:46:27,pos 1,0.455421297,0.148642811,0.604064108,1.58113883,1.58113883,0.006326769,0.015227377,0.03128852,0.011313917,0.04237508
Leaf: 3,b'AS7262',16,100,0.02989303,0.025606815,0.032259246,0.034971617,0.02686467,0.030789146,12:47:05,pos 2,0.455421297,0.148642811,0.604064108,1.58113883,1.58113883,0.006326769,0.015227377,0.03128852,0.011313917,0.04237508
Leaf: 3,b'AS7262',16,100,0.029206833,0.024011076,0.03110647,0.033450434,0.025416685,0.029817722,12:47:05,pos 2,0.455421297,0.148642811,0.604064108,1.58113883,1.58113883,0.006326769,0.015227377,0.03128852,0.011313917,0.04237508
Leaf: 3,b'AS7262',16,100,0.01409318,0.015982447,0.039944372,0.035630264,0.023352536,0.012574712,12:47:22,pos 3,0.455421297,0.148642811,0.604064108,1.58113883,1.58113883,0.006326769,0.015227377,0.03128852,0.011313917,0.04237508
Leaf: 3,b'AS7262',16,100,0.013794074,0.015458842,0.039066071,0.03492457,0.022705561,0.011927086,12:47:23,pos 3,0.455421297,0.148642811,0.604064108,1.58113883,1.58113883,0.006326769,0.015227377,0.03128852,0.011313917,0.04237508
Leaf: 4,b'AS7262',16,100,0.040713625,0.020969181,0.031783496,0.033372022,0.038109622,0.027605012,12:48:07,pos 1,0.496377297,0.150496432,0.64687373,1.58113883,1.58113883,0.003980829,0.008757682,0.017949121,0.008935954,0.025254508
Leaf: 4,b'AS7262',16,100,0.040625664,0.020595171,0.031271162,0.032823136,0.037416439,0.027470081,12:48:07,pos 1,0.496377297,0.150496432,0.64687373,1.58113883,1.58113883,0.003980829,0.008757682,0.017949121,0.008935954,0.025254508
Leaf: 4,b'AS7262',16,100,0.040854387,0.021093844,0.031911587,0.033450434,0.038078811,0.027955807,12:48:19,pos 2,0.496377297,0.150496432,0.64687373,1.58113883,1.58113883,0.003980829,0.008757682,0.017949121,0.008935954,0.025254508
Leaf: 4,b'AS7262',16,100,0.04069603,0.020595171,0.031271162,0.032823136,0.037401026,0.027470081,12:48:19,pos 2,0.496377297,0.150496432,0.64687373,1.58113883,1.58113883,0.003980829,0.008757682,0.017949121,0.008935954,0.025254508
Leaf: 4,b'AS7262',16,100,0.047681046,0.017004724,0.028892426,0.029294614,0.042130075,0.033811412,12:48:34,pos 3,0.496377297,0.150496432,0.64687373,1.58113883,1.58113883,0.003980829,0.008757682,0.017949121,0.008935954,0.025254508
Leaf: 4,b'AS7262',16,100,0.045516924,0.014985102,0.02698944,0.02731864,0.039033859,0.032462188,12:48:34,pos 3,0.496377297,0.150496432,0.64687373,1.58113883,1.58113883,0.003980829,0.008757682,0.017949121,0.008935954,0.025254508
Leaf: 5,b'AS7262',16,100,0.028995705,0.041988202,0.059523162,0.062682303,0.039696231,0.024258942,12:50:31,pos 1,0.373901622,0.146896,0.520797622,1.58113883,1.58113883,0.007263746,0.009330434,0.01792598,0.022667119,0.037327645
Leaf: 5,b'AS7262',16,100,0.029030895,0.041265144,0.058589969,0.061678641,0.039049272,0.024151003,12:50:31,pos 1,0.373901622,0.146896,0.520797622,1.58113883,1.58113883,0.007263746,0.009330434,0.01792598,0.022667119,0.037327645
Leaf: 5,b'AS7262',16,100,0.049282151,0.02378667,0.043585668,0.037606239,0.049893718,0.050541721,12:51:03,pos 2,0.373901622,0.146896,0.520797622,1.58113883,1.58113883,0.007263746,0.009330434,0.01792598,0.022667119,0.037327645
Leaf: 5,b'AS7262',16,100,0.047698641,0.022614781,0.041609482,0.036006644,0.047798759,0.0484639,12:51:04,pos 2,0.373901622,0.146896,0.520797622,1.58113883,1.58113883,0.007263746,0.009330434,0.01792598,0.022667119,0.037327645
Leaf: 5,b'AS7262',16,100,0.020796678,0.02697817,0.053759313,0.047909536,0.029421741,0.018889054,12:51:19,pos 3,0.373901622,0.146896,0.520797622,1.58113883,1.58113883,0.007263746,0.009330434,0.01792598,0.022667119,0.037327645
Leaf: 5,b'AS7262',16,100,0.020902249,0.026504438,0.052990796,0.047282253,0.029098253,0.01843032,12:51:19,pos 3,0.373901622,0.146896,0.520797622,1.58113883,1.58113883,0.007263746,0.009330434,0.01792598,0.022667119,0.037327645
Leaf: 6,b'AS7262',16,100,0.020761488,0.023686928,0.038992887,0.038860836,0.029591175,0.014706477,12:51:58,pos 1,0.389770883,0.118680937,0.50845182,1.58113883,1.58113883,0.002171866,0.003025227,0.006998972,0.009626638,0.00878033
Leaf: 6,b'AS7262',16,100,0.020743892,0.023263057,0.038334153,0.038217855,0.029129064,0.01478743,12:51:58,pos 1,0.389770883,0.118680937,0.50845182,1.58113883,1.58113883,0.002171866,0.003025227,0.006998972,0.009626638,0.00878033
Leaf: 6,b'AS7262',16,100,0.031670072,0.0147607,0.031051578,0.030188498,0.03653841,0.02407005,12:52:12,pos 2,0.389770883,0.118680937,0.50845182,1.58113883,1.58113883,0.002171866,0.003025227,0.006998972,0.009626638,0.00878033
Leaf: 6,b'AS7262',16,100,0.03223309,0.01448643,0.030319661,0.029576882,0.036184112,0.024177989,12:52:13,pos 2,0.389770883,0.118680937,0.50845182,1.58113883,1.58113883,0.002171866,0.003025227,0.006998972,0.009626638,0.00878033
Leaf: 6,b'AS7262',16,100,0.035294537,0.029147404,0.051289085,0.044349649,0.055300536,0.030897085,12:52:27,pos 3,0.389770883,0.118680937,0.50845182,1.58113883,1.58113883,0.002171866,0.003025227,0.006998972,0.009626638,0.00878033
Leaf: 6,b'AS7262',16,100,0.034872267,0.028125118,0.049989942,0.04323621,0.05412983,0.029709782,12:52:28,pos 3,0.389770883,0.118680937,0.50845182,1.58113883,1.58113883,0.002171866,0.003025227,0.006998972,0.009626638,0.00878033
Leaf: 7,b'AS7262',16,100,0.032444218,0.047847608,0.055497607,0.058353975,0.041421495,0.056963999,10:48:12,pos 1,0.286471495,0.09188209,0.378353586,1.58113883,1.58113883,0.005948361,0.01249848,0.025891791,0.01621904,0.035919652
Leaf: 7,b'AS7262',16,100,0.032461813,0.046675739,0.054161864,0.057177807,0.04068209,0.055803675,10:48:12,pos 1,0.286471495,0.09188209,0.378353586,1.58113883,1.58113883,0.005948361,0.01249848,0.025891791,0.01621904,0.035919652
Leaf: 7,b'AS7262',16,100,0.032936869,0.048371221,0.055790374,0.058840132,0.04176038,0.057395728,10:48:32,pos 2,0.286471495,0.09188209,0.378353586,1.58113883,1.58113883,0.005948361,0.01249848,0.025891791,0.01621904,0.035919652
Leaf: 7,b'AS7262',16,100,0.032936869,0.047099589,0.054344847,0.057554186,0.040990179,0.056181448,10:48:32,pos 2,0.286471495,0.09188209,0.378353586,1.58113883,1.58113883,0.005948361,0.01249848,0.025891791,0.01621904,0.035919652
Leaf: 7,b'AS7262',16,100,0.033183201,0.048545745,0.055826974,0.058949909,0.041868209,0.057476689,10:48:44,pos 3,0.286471495,0.09188209,0.378353586,1.58113883,1.58113883,0.005948361,0.01249848,0.025891791,0.01621904,0.035919652
Leaf: 7,b'AS7262',16,100,0.033183201,0.047299074,0.054436339,0.057695312,0.041098008,0.056343343,10:48:44,pos 3,0.286471495,0.09188209,0.378353586,1.58113883,1.58113883,0.005948361,0.01249848,0.025891791,0.01621904,0.035919652
Leaf: 8,b'AS7262',16,100,0.046924482,0.042387152,0.057382301,0.052269228,0.05339044,0.054292528,10:50:50,pos 1,0.323399568,0.100342054,0.423741622,1.58113883,1.58113883,0.004102804,0.01137506,0.023742461,0.006345578,0.029271893
Leaf: 8,b'AS7262',16,100,0.04676614,0.041464609,0.056302724,0.051312614,0.052512395,0.053186187,10:50:51,pos 1,0.323399568,0.100342054,0.423741622,1.58113883,1.58113883,0.004102804,0.01137506,0.023742461,0.006345578,0.029271893
Leaf: 8,b'AS7262',16,100,0.046924482,0.042511815,0.057437193,0.052284911,0.053344216,0.05426555,10:51:01,pos 2,0.323399568,0.100342054,0.423741622,1.58113883,1.58113883,0.004102804,0.01137506,0.023742461,0.006345578,0.029271893
Leaf: 8,b'AS7262',16,100,0.046801316,0.041639133,0.056449108,0.051422391,0.052558618,0.05326712,10:51:02,pos 2,0.323399568,0.100342054,0.423741622,1.58113883,1.58113883,0.004102804,0.01137506,0.023742461,0.006345578,0.029271893
Leaf: 8,b'AS7262',16,100,0.047118015,0.04268636,0.057620176,0.052488783,0.053559874,0.05445445,10:51:21,pos 3,0.323399568,0.100342054,0.423741622,1.58113883,1.58113883,0.004102804,0.01137506,0.023742461,0.006345578,0.029271893
Leaf: 8,b'AS7262',16,100,0.046942077,0.041639133,0.056375908,0.051438074,0.052681845,0.053213165,10:51:22,pos 3,0.323399568,0.100342054,0.423741622,1.58113883,1.58113883,0.004102804,0.01137506,0.023742461,0.006345578,0.029271893
Leaf: 9,b'AS7262',16,100,0.02706032,0.027327238,0.044848211,0.042969609,0.030084112,0.023665285,10:53:06,pos 1,0.541507647,0.081113917,0.622621564,1.58113883,1.58113883,0.039780596,0.008434868,0.030246796,0.1678281,0.144556466
Leaf: 9,b'AS7262',16,100,0.027095496,0.027102833,0.044482261,0.042687324,0.029914662,0.023503379,10:53:07,pos 1,0.541507647,0.081113917,0.622621564,1.58113883,1.58113883,0.039780596,0.008434868,0.030246796,0.1678281,0.144556466
Leaf: 9,b'AS7262',16,100,0.027447386,0.028025375,0.045250778,0.043534161,0.030345978,0.023962114,10:53:19,pos 2,0.541507647,0.081113917,0.622621564,1.58113883,1.58113883,0.039780596,0.008434868,0.030246796,0.1678281,0.144556466
Leaf: 9,b'AS7262',16,100,0.027394614,0.027676307,0.044738428,0.043095068,0.030037889,0.023584332,10:53:20,pos 2,0.541507647,0.081113917,0.622621564,1.58113883,1.58113883,0.039780596,0.008434868,0.030246796,0.1678281,0.144556466
Leaf: 9,b'AS7262',16,100,0.027464981,0.028125118,0.04523247,0.043565542,0.030330581,0.023773222,10:53:33,pos 3,0.541507647,0.081113917,0.622621564,1.58113883,1.58113883,0.039780596,0.008434868,0.030246796,0.1678281,0.144556466
Leaf: 9,b'AS7262',16,100,0.02741221,0.027726188,0.044683536,0.043095068,0.030022491,0.02344941,10:53:33,pos 3,0.541507647,0.081113917,0.622621564,1.58113883,1.58113883,0.039780596,0.008434868,0.030246796,0.1678281,0.144556466
Leaf: 10,b'AS7262',16,100,0.038039272,0.049642832,0.073374686,0.07286014,0.042592202,0.028900253,10:56:38,pos 1,0.427458126,0.129254991,0.556713117,1.58113883,1.58113883,0.006751074,0.013130613,0.026397831,0.015810819,0.040997794
Leaf: 10,b'AS7262',16,100,0.037968891,0.048495884,0.071837668,0.071448735,0.041822001,0.027982785,10:56:38,pos 1,0.427458126,0.129254991,0.556713117,1.58113883,1.58113883,0.006751074,0.013130613,0.026397831,0.015810819,0.040997794
Leaf: 10,b'AS7262',16,100,0.038074462,0.049692693,0.073356394,0.072828775,0.042545994,0.02884627,10:56:52,pos 2,0.427458126,0.129254991,0.556713117,1.58113883,1.58113883,0.006751074,0.013130613,0.026397831,0.015810819,0.040997794
Leaf: 10,b'AS7262',16,100,0.038004081,0.048545745,0.071947451,0.071542829,0.041837399,0.028063746,10:56:52,pos 2,0.427458126,0.129254991,0.556713117,1.58113883,1.58113883,0.006751074,0.013130613,0.026397831,0.015810819,0.040997794
Leaf: 10,b'AS7262',16,100,0.038109652,0.049742575,0.073374686,0.072828775,0.042545994,0.028819292,10:57:03,pos 3,0.427458126,0.129254991,0.556713117,1.58113883,1.58113883,0.006751074,0.013130613,0.026397831,0.015810819,0.040997794
Leaf: 10,b'AS7262',16,100,0.038039272,0.048620547,0.071984051,0.071542829,0.041822001,0.028117702,10:57:03,pos 3,0.427458126,0.129254991,0.556713117,1.58113883,1.58113883,0.006751074,0.013130613,0.026397831,0.015810819,0.040997794
Leaf: 11,b'AS7262',16,100,0.040748816,0.017628066,0.038023095,0.033983622,0.041252045,0.029790744,10:57:48,pos 1,0.437354234,0.145501694,0.582855928,1.58113883,1.58113883,0.002865833,0.00388883,0.007820217,0.009584473,0.014427534
Leaf: 11,b'AS7262',16,100,0.040766411,0.017403662,0.037602236,0.033591577,0.040774521,0.029682805,10:57:48,pos 1,0.437354234,0.145501694,0.582855928,1.58113883,1.58113883,0.002865833,0.00388883,0.007820217,0.009584473,0.014427534
Leaf: 11,b'AS7262',16,100,0.040871982,0.017752733,0.038206078,0.034124764,0.041344461,0.030114561,10:57:59,pos 2,0.437354234,0.145501694,0.582855928,1.58113883,1.58113883,0.002865833,0.00388883,0.007820217,0.009584473,0.014427534
Leaf: 11,b'AS7262',16,100,0.040801601,0.017428597,0.037583944,0.033591577,0.040759124,0.029655827,10:58:00,pos 2,0.437354234,0.145501694,0.582855928,1.58113883,1.58113883,0.002865833,0.00388883,0.007820217,0.009584473,0.014427534
Leaf: 11,b'AS7262',16,100,0.040924767,0.0178026,0.038242662,0.034187494,0.041390685,0.030195495,10:58:16,pos 3,0.437354234,0.145501694,0.582855928,1.58113883,1.58113883,0.002865833,0.00388883,0.007820217,0.009584473,0.014427534
Leaf: 11,b'AS7262',16,100,0.040871982,0.017478464,0.037638836,0.03365429,0.040789919,0.029682805,10:58:16,pos 3,0.437354234,0.145501694,0.582855928,1.58113883,1.58113883,0.002865833,0.00388883,0.007820217,0.009584473,0.014427534
Leaf: 12,b'AS7262',16,100,0.094288829,0.088813544,0.187315911,0.165903399,0.119581646,0.078929256,10:59:36,pos 1,0.354973045,0.146112721,0.501085766,1.58113883,1.58113883,0.014023124,0.009426134,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,0.09393694,0.087292587,0.184754241,0.163660888,0.11776395,0.077445115,10:59:36,pos 1,0.354973045,0.146112721,0.501085766,1.58113883,1.58113883,0.014023124,0.009426134,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,0.09478148,0.089411939,0.187498829,0.166201447,0.119704857,0.079145135,10:59:55,pos 2,0.354973045,0.146112721,0.501085766,1.58113883,1.58113883,0.014023124,0.009426134,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,0.094464781,0.087516992,0.184772401,0.163880443,0.118041229,0.077472093,10:59:55,pos 2,0.354973045,0.146112721,0.501085766,1.58113883,1.58113883,0.014023124,0.009426134,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,0.095326902,0.089636345,0.18740737,0.166217049,0.119935928,0.079307029,11:00:12,pos 3,0.354973045,0.146112721,0.501085766,1.58113883,1.58113883,0.014023124,0.009426134,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,0.094975013,0.087716457,0.184699267,0.163896044,0.118287697,0.077472093,11:00:12,pos 3,0.354973045,0.146112721,0.501085766,1.58113883,1.58113883,0.014023124,0.009426134,0.016224475,0.051639241,0.061055437
Leaf: 13,b'AS7262',16,100,0.035576046,0.061860295,0.075405764,0.076231853,0.044841183,0.033622512,10:15:03,pos 1,0.314741694,0.097854126,0.41259582,1.58113883,1.58113883,0.005749174,0.010828897,0.021683268,0.013820013,0.034455038
Leaf: 13,b'AS7262',16,100,0.035435285,0.060289476,0.073594253,0.074553846,0.043916945,0.032543149,10:15:03,pos 1,0.314741694,0.097854126,0.41259582,1.58113883,1.58113883,0.005749174,0.010828897,0.021683268,0.013820013,0.034455038
Leaf: 13,b'AS7262',16,100,0.03591034,0.06205976,0.075442364,0.076200489,0.044887406,0.033973307,10:15:20,pos 2,0.314741694,0.097854126,0.41259582,1.58113883,1.58113883,0.005749174,0.010828897,0.021683268,0.013820013,0.034455038
Leaf: 13,b'AS7262',16,100,0.035769579,0.060538823,0.073685745,0.07461656,0.044009377,0.032920922,10:15:21,pos 2,0.314741694,0.097854126,0.41259582,1.58113883,1.58113883,0.005749174,0.010828897,0.021683268,0.013820013,0.034455038
Leaf: 13,b'AS7262',16,100,0.036103873,0.062209384,0.075405764,0.076153425,0.044902804,0.034000285,10:15:32,pos 3,0.314741694,0.097854126,0.41259582,1.58113883,1.58113883,0.005749174,0.010828897,0.021683268,0.013820013,0.034455038
Leaf: 13,b'AS7262',16,100,0.035963126,0.060738288,0.073649161,0.074553846,0.044024774,0.033001883,10:15:32,pos 3,0.314741694,0.097854126,0.41259582,1.58113883,1.58113883,0.005749174,0.010828897,0.021683268,0.013820013,0.034455038
Leaf: 14,b'AS7262',16,100,0.041276657,0.033984524,0.063658483,0.059310605,0.052188923,0.042068627,10:17:00,pos 1,0.294213477,0.094143423,0.388356901,1.58113883,1.58113883,0.007840599,0.018400462,0.037687264,0.014335939,0.051963492
Leaf: 14,b'AS7262',16,100,0.041171086,0.033136783,0.06232274,0.058165802,0.05129548,0.040800364,10:17:01,pos 1,0.294213477,0.094143423,0.388356901,1.58113883,1.58113883,0.007840599,0.018400462,0.037687264,0.014335939,0.051963492
Leaf: 14,b'AS7262',16,100,0.044496447,0.034832265,0.07262446,0.067982943,0.064804842,0.037184446,10:17:16,pos 2,0.294213477,0.094143423,0.388356901,1.58113883,1.58113883,0.007840599,0.018400462,0.037687264,0.014335939,0.051963492
Leaf: 14,b'AS7262',16,100,0.044478852,0.033785038,0.070776383,0.066477426,0.063572514,0.036374917,10:17:16,pos 2,0.294213477,0.094143423,0.388356901,1.58113883,1.58113883,0.007840599,0.018400462,0.037687264,0.014335939,0.051963492
Leaf: 14,b'AS7262',16,100,0.045094654,0.03503173,0.072459802,0.068077037,0.064974276,0.038020981,10:17:27,pos 3,0.294213477,0.094143423,0.388356901,1.58113883,1.58113883,0.007840599,0.018400462,0.037687264,0.014335939,0.051963492
Leaf: 14,b'AS7262',16,100,0.045200225,0.034159048,0.070812983,0.066728346,0.063880588,0.037346369,10:17:27,pos 3,0.294213477,0.094143423,0.388356901,1.58113883,1.58113883,0.007840599,0.018400462,0.037687264,0.014335939,0.051963492
Leaf: 15,b'AS7262',16,100,0.072876349,0.060065091,0.091654316,0.087962239,0.062802314,0.048787718,10:18:35,pos 1,0.436755171,0.133119712,0.569874883,1.58113883,1.58113883,0.00061887,0.004410442,0.00991359,0.004138928,0.006834176
Leaf: 15,b'AS7262',16,100,0.072612421,0.058718657,0.089842822,0.08631558,0.061647005,0.047735332,10:18:35,pos 1,0.436755171,0.133119712,0.569874883,1.58113883,1.58113883,0.00061887,0.004410442,0.00991359,0.004138928,0.006834176
Leaf: 15,b'AS7262',16,100,0.06860089,0.054878882,0.074637246,0.07612206,0.060507109,0.044281337,10:18:50,pos 2,0.436755171,0.133119712,0.569874883,1.58113883,1.58113883,0.00061887,0.004410442,0.00991359,0.004138928,0.006834176
Leaf: 15,b'AS7262',16,100,0.06893517,0.054455012,0.073612561,0.075385,0.059274782,0.043471808,10:18:50,pos 2,0.436755171,0.133119712,0.569874883,1.58113883,1.58113883,0.00061887,0.004410442,0.00991359,0.004138928,0.006834176
Leaf: 15,b'AS7262',16,100,0.046889292,0.024235482,0.05983422,0.056001622,0.045657607,0.033298695,10:19:06,pos 3,0.436755171,0.133119712,0.569874883,1.58113883,1.58113883,0.00061887,0.004410442,0.00991359,0.004138928,0.006834176
Leaf: 15,b'AS7262',16,100,0.046660569,0.023562265,0.058443585,0.054825453,0.04462554,0.032381226,10:19:07,pos 3,0.436755171,0.133119712,0.569874883,1.58113883,1.58113883,0.00061887,0.004410442,0.00991359,0.004138928,0.006834176
Leaf: 16,b'AS7262',16,100,0.030420857,0.033361188,0.055845266,0.048991626,0.037385629,0.018727146,10:19:48,pos 1,0.495712252,0.166363171,0.662075423,1.58113883,1.58113883,0.005675209,0.00698663,0.014225281,0.0201992,0.027117894
Leaf: 16,b'AS7262',16,100,0.030878318,0.033136783,0.055772082,0.048850484,0.037431837,0.018565243,10:19:48,pos 1,0.495712252,0.166363171,0.662075423,1.58113883,1.58113883,0.005675209,0.00698663,0.014225281,0.0201992,0.027117894
Leaf: 16,b'AS7262',16,100,0.025705534,0.01862541,0.040401814,0.03908039,0.030007094,0.021020817,10:20:02,pos 2,0.495712252,0.166363171,0.662075423,1.58113883,1.58113883,0.005675209,0.00698663,0.014225281,0.0201992,0.027117894
Leaf: 16,b'AS7262',16,100,0.025687939,0.01827634,0.039432038,0.038374679,0.02936012,0.020238273,10:20:03,pos 2,0.495712252,0.166363171,0.662075423,1.58113883,1.58113883,0.005675209,0.00698663,0.014225281,0.0201992,0.027117894
Leaf: 16,b'AS7262',16,100,0.0258287,0.018750077,0.040054155,0.039096073,0.029806833,0.020535099,10:20:14,pos 3,0.495712252,0.166363171,0.662075423,1.58113883,1.58113883,0.005675209,0.00698663,0.014225281,0.0201992,0.027117894
Leaf: 16,b'AS7262',16,100,0.025617572,0.018326209,0.039157563,0.038296267,0.029175272,0.019860489,10:20:14,pos 3,0.495712252,0.166363171,0.662075423,1.58113883,1.58113883,0.005675209,0.00698663,0.014225281,0.0201992,0.027117894
Leaf: 17,b'AS7262',16,100,0.047997745,0.056973314,0.072898936,0.07279741,0.046504826,0.036401895,10:22:04,pos 1,0.409654667,0.146786234,0.556440901,1.58113883,1.58113883,0.008318534,0.012000292,0.022883827,0.022875221,0.045537159
Leaf: 17,b'AS7262',16,100,0.047997745,0.056025831,0.071691284,0.071668289,0.045719212,0.036078078,10:22:05,pos 1,0.409654667,0.146786234,0.556440901,1.58113883,1.58113883,0.008318534,0.012000292,0.022883827,0.022875221,0.045537159
Leaf: 17,b'AS7262',16,100,0.048032936,0.057147838,0.072825752,0.072766045,0.046412395,0.036590795,10:22:15,pos 2,0.409654667,0.146786234,0.556440901,1.58113883,1.58113883,0.008318534,0.012000292,0.022883827,0.022875221,0.045537159
Leaf: 17,b'AS7262',16,100,0.04794496,0.055975969,0.071581484,0.071574178,0.045642194,0.035916183,10:22:16,pos 2,0.409654667,0.146786234,0.556440901,1.58113883,1.58113883,0.008318534,0.012000292,0.022883827,0.022875221,0.045537159
Leaf: 17,b'AS7262',16,100,0.047997745,0.057073036,0.07273426,0.072703315,0.046396997,0.036482856,10:22:26,pos 3,0.409654667,0.146786234,0.556440901,1.58113883,1.58113883,0.008318534,0.012000292,0.022883827,0.022875221,0.045537159
Leaf: 17,b'AS7262',16,100,0.047909769,0.055951029,0.071490009,0.071511464,0.045611399,0.035754288,10:22:27,pos 3,0.409654667,0.146786234,0.556440901,1.58113883,1.58113883,0.008318534,0.012000292,0.022883827,0.022875221,0.045537159
Leaf: 18,b'AS7262',16,100,0.013970018,0.022365455,0.048983549,0.04227958,0.02403032,0.013654086,10:23:53,pos 1,0.389945874,0.147060036,0.53700591,1.58113883,1.58113883,0.007548973,0.014216997,0.02839517,0.017756564,0.045408826
Leaf: 18,b'AS7262',16,100,0.013970018,0.022190911,0.048379723,0.041809122,0.023768454,0.013654086,10:23:54,pos 1,0.389945874,0.147060036,0.53700591,1.58113883,1.58113883,0.007548973,0.014216997,0.02839517,0.017756564,0.045408826
Leaf: 18,b'AS7262',16,100,0.015131257,0.022240792,0.047940573,0.042028661,0.030484618,0.011981058,10:24:06,pos 2,0.389945874,0.147060036,0.53700591,1.58113883,1.58113883,0.007548973,0.014216997,0.02839517,0.017756564,0.045408826
Leaf: 18,b'AS7262',16,100,0.015166448,0.021916644,0.047245255,0.041495473,0.030191941,0.011846136,10:24:07,pos 2,0.389945874,0.147060036,0.53700591,1.58113883,1.58113883,0.007548973,0.014216997,0.02839517,0.017756564,0.045408826
Leaf: 18,b'AS7262',16,100,0.0152896,0.022415316,0.04816014,0.042326628,0.03086971,0.011927086,10:24:18,pos 3,0.389945874,0.147060036,0.53700591,1.58113883,1.58113883,0.007548973,0.014216997,0.02839517,0.017756564,0.045408826
Leaf: 18,b'AS7262',16,100,0.015272005,0.022041307,0.047409931,0.041699345,0.030453807,0.011738197,10:24:18,pos 3,0.389945874,0.147060036,0.53700591,1.58113883,1.58113883,0.007548973,0.014216997,0.02839517,0.017756564,0.045408826
