Leaf number,spectrometer,gain,integratoin time,LED current,wavelength,450,500,550,570,600,650,Unnamed: 12,450 nm,500 nm,550 nm,570 nm,600 nm,650 nm,Unnamed: 19,position,Chlorophyll a (ug/ml),Chlorophyll b (ug/ml),Total Chlorophyll (ug/ml),Chlorophyll a (ug/ml) STDEV,Chlorophyll b (ug/ml) STDEV,Total Chlorophyll (ug/ml) STDEV
Leaf: 1,b'AS7262',16,100,50,Raw data,4500,2631,8209,8580,8758,3085,Calibrated data,19815.28214,11563.71071,32495.16071,29570.12143,31135.38571,10789.075,12:41:54,pos 2,0.270691207,0.085988829,0.356680036,0.017212536,0.005732519,0.021004776
Leaf: 1,b'AS7262',16,100,100,Raw data,6622,3858,12108,12663,12904,4539,Calibrated data,29159.28929,16956.59643,47929.28571,43641.78571,45874.75,15874.1,12:41:54,pos 2,0.270691207,0.085988829,0.356680036,0.017212536,0.005732519,0.021004776
Leaf: 1,b'AS7262',16,100,100,Raw data,6661,3832,12044,12606,12856,4520,Calibrated data,29331.025,16842.32143,47675.92857,43445.32143,45704.10714,15807.65357,12:41:54,pos 2,0.270691207,0.085988829,0.356680036,0.017212536,0.005732519,0.021004776
Leaf: 1,b'AS7262',16,100,50,Raw data,4469,2537,7990,8365,8560,3011,Calibrated data,19678.775,11150.56786,31628.25357,28829.14643,30431.48214,10530.275,12:41:54,pos 2,0.270691207,0.085988829,0.356680036,0.017212536,0.005732519,0.021004776
Leaf: 1,b'AS7262',16,100,25,Raw data,2401,1354,4260,4463,4585,1613,Calibrated data,10572.55357,5951.071429,16863.125,15381.28929,16300.03929,5641.092857,12:41:54,pos 2,0.270691207,0.085988829,0.356680036,0.017212536,0.005732519,0.021004776
Leaf: 1,b'AS7262',16,100,12.5,Raw data,1245,700,2191,2297,2370,831,Calibrated data,5482.228571,3076.624643,8673.028571,7916.382143,8425.539286,2906.23,12:41:54,pos 2,0.270691207,0.085988829,0.356680036,0.017212536,0.005732519,0.021004776
Leaf: 1,b'AS7262',16,100,12.5,Raw data,1251,715,2230,2334,2405,850,Calibrated data,5508.65,3142.552143,8827.410714,8043.9,8549.967857,2972.678571,12:42:07,pos 3,0.270691207,0.085988829,0.356680036,0.017212536,0.005732519,0.021004776
Leaf: 1,b'AS7262',16,100,25,Raw data,2422,1401,4360,4560,4680,1653,Calibrated data,10665.025,6157.642857,17258.97143,15715.58929,16637.77143,5780.985714,12:42:07,pos 3,0.270691207,0.085988829,0.356680036,0.017212536,0.005732519,0.021004776
Leaf: 1,b'AS7262',16,100,50,Raw data,4524,2630,8194,8575,8773,3088,Calibrated data,19920.96429,11559.31786,32435.78214,29552.88929,31188.71786,10799.56429,12:42:07,pos 3,0.270691207,0.085988829,0.356680036,0.017212536,0.005732519,0.021004776
Leaf: 1,b'AS7262',16,100,100,Raw data,6662,3861,12104,12673,12938,4551,Calibrated data,29335.42857,16969.78214,47913.42857,43676.25,45995.60714,15916.07143,12:42:07,pos 3,0.270691207,0.085988829,0.356680036,0.017212536,0.005732519,0.021004776
Leaf: 1,b'AS7262',16,100,100,Raw data,6700,3843,12053,12621,12890,4534,Calibrated data,29502.75714,16890.66786,47711.57143,43497.03571,45824.96429,15856.61786,12:42:07,pos 3,0.270691207,0.085988829,0.356680036,0.017212536,0.005732519,0.021004776
Leaf: 1,b'AS7262',16,100,50,Raw data,4492,2545,7997,8376,8580,3020,Calibrated data,19780.05357,11185.72857,31655.96071,28867.05357,30502.58571,10561.75,12:42:07,pos 3,0.270691207,0.085988829,0.356680036,0.017212536,0.005732519,0.021004776
Leaf: 1,b'AS7262',16,100,25,Raw data,2414,1359,4264,4469,4596,1619,Calibrated data,10629.79643,5973.046429,16878.95714,15401.96786,16339.14643,5662.078571,12:42:07,pos 3,0.270691207,0.085988829,0.356680036,0.017212536,0.005732519,0.021004776
Leaf: 1,b'AS7262',16,100,12.5,Raw data,1252,702,2192,2299,2375,835,Calibrated data,5513.053571,3085.415,8676.989286,7923.275,8443.314286,2920.219286,12:42:08,pos 3,0.270691207,0.085988829,0.356680036,0.017212536,0.005732519,0.021004776
Leaf: 10,b'AS7262',16,100,12.5,Raw data,1120,1019,2047,2374,1419,542,Calibrated data,4931.803571,4478.685714,8103.007143,8181.753571,5044.657143,1895.519643,10:56:38,pos 1,0.427458126,0.129254991,0.556713117,0.026397831,0.015810819,0.040997794
Leaf: 10,b'AS7262',16,100,25,Raw data,2162,1991,4010,4646,2765,1071,Calibrated data,9520.142857,8750.8,15873.50357,16011.97857,9829.796429,3745.575,10:56:38,pos 1,0.427458126,0.129254991,0.556713117,0.026397831,0.015810819,0.040997794
Leaf: 10,b'AS7262',16,100,50,Raw data,4030,3760,7561,8751,5188,2006,Calibrated data,17745.68571,16525.86786,29930.06786,30159.45714,18443.75357,7015.521429,10:56:38,pos 1,0.427458126,0.129254991,0.556713117,0.026397831,0.015810819,0.040997794
Leaf: 10,b'AS7262',16,100,100,Raw data,5505,5139,10396,12034,7119,2747,Calibrated data,24240.69643,22586.82143,41152.35714,41474,25308.61071,9606.996429,10:56:38,pos 1,0.427458126,0.129254991,0.556713117,0.026397831,0.015810819,0.040997794
Leaf: 10,b'AS7262',16,100,100,Raw data,5540,5124,10361,12000,7102,2734,Calibrated data,24394.81429,22520.89286,41013.82143,41356.82143,25248.175,9561.532143,10:56:38,pos 1,0.427458126,0.129254991,0.556713117,0.026397831,0.015810819,0.040997794
Leaf: 10,b'AS7262',16,100,50,Raw data,4010,3659,7392,8571,5086,1954,Calibrated data,17657.61786,16081.95714,29261.08214,29539.10357,18081.13571,6833.664286,10:56:38,pos 1,0.427458126,0.129254991,0.556713117,0.026397831,0.015810819,0.040997794
Leaf: 10,b'AS7262',16,100,25,Raw data,2158,1945,3926,4556,2715,1037,Calibrated data,9502.528571,8548.621429,15540.99286,15701.80357,9652.042857,3626.667857,10:56:38,pos 1,0.427458126,0.129254991,0.556713117,0.026397831,0.015810819,0.040997794
Leaf: 10,b'AS7262',16,100,12.5,Raw data,1120,1004,2016,2342,1400,529,Calibrated data,4931.803571,4412.757143,7980.296429,8071.471429,4977.110714,1850.055,10:56:39,pos 1,0.427458126,0.129254991,0.556713117,0.026397831,0.015810819,0.040997794
Leaf: 10,b'AS7262',16,100,12.5,Raw data,1121,1020,2048,2376,1419,545,Calibrated data,4936.207143,4483.082143,8106.967857,8188.65,5044.657143,1906.011429,10:56:52,pos 2,0.427458126,0.129254991,0.556713117,0.026397831,0.015810819,0.040997794
Leaf: 10,b'AS7262',16,100,25,Raw data,2164,1993,4009,4644,2762,1069,Calibrated data,9528.95,8759.589286,15869.54643,16005.08571,9819.132143,3738.578571,10:56:52,pos 2,0.427458126,0.129254991,0.556713117,0.026397831,0.015810819,0.040997794
Leaf: 10,b'AS7262',16,100,50,Raw data,4032,3763,7564,8755,5186,2003,Calibrated data,17754.49286,16539.05357,29941.93929,30173.24286,18436.64286,7005.028571,10:56:52,pos 2,0.427458126,0.129254991,0.556713117,0.026397831,0.015810819,0.040997794
Leaf: 10,b'AS7262',16,100,100,Raw data,5509,5145,10396,12035,7117,2740,Calibrated data,24258.30714,22613.18929,41152.35714,41477.42857,25301.5,9582.517857,10:56:52,pos 2,0.427458126,0.129254991,0.556713117,0.026397831,0.015810819,0.040997794
Leaf: 10,b'AS7262',16,100,100,Raw data,5544,5125,10353,11994,7098,2729,Calibrated data,24412.42857,22525.28929,40982.14286,41336.14286,25233.95357,9544.046429,10:56:52,pos 2,0.427458126,0.129254991,0.556713117,0.026397831,0.015810819,0.040997794
Leaf: 10,b'AS7262',16,100,50,Raw data,4013,3660,7392,8573,5084,1953,Calibrated data,17670.82857,16086.35357,29261.08214,29546,18074.025,6830.164286,10:56:52,pos 2,0.427458126,0.129254991,0.556713117,0.026397831,0.015810819,0.040997794
Leaf: 10,b'AS7262',16,100,25,Raw data,2160,1947,3932,4562,2716,1040,Calibrated data,9511.335714,8557.410714,15564.74286,15722.48214,9655.596429,3637.160714,10:56:52,pos 2,0.427458126,0.129254991,0.556713117,0.026397831,0.015810819,0.040997794
Leaf: 10,b'AS7262',16,100,12.5,Raw data,1122,1006,2020,2345,1401,533,Calibrated data,4940.610714,4421.55,7996.128571,8081.810714,4980.667857,1864.044286,10:56:52,pos 2,0.427458126,0.129254991,0.556713117,0.026397831,0.015810819,0.040997794
Leaf: 10,b'AS7262',16,100,12.5,Raw data,1122,1021,2048,2375,1418,546,Calibrated data,4940.610714,4487.475,8106.967857,8185.203571,5041.103571,1909.508571,10:57:03,pos 3,0.427458126,0.129254991,0.556713117,0.026397831,0.015810819,0.040997794
Leaf: 10,b'AS7262',16,100,25,Raw data,2166,1995,4010,4644,2762,1068,Calibrated data,9537.757143,8768.382143,15873.50357,16005.08571,9819.132143,3735.082143,10:57:03,pos 3,0.427458126,0.129254991,0.556713117,0.026397831,0.015810819,0.040997794
Leaf: 10,b'AS7262',16,100,50,Raw data,4033,3762,7558,8746,5181,1997,Calibrated data,17758.89643,16534.66071,29918.18929,30142.22143,18418.86786,6984.046429,10:57:03,pos 3,0.427458126,0.129254991,0.556713117,0.026397831,0.015810819,0.040997794
Leaf: 10,b'AS7262',16,100,100,Raw data,5515,5147,10393,12033,7117,2736,Calibrated data,24284.72857,22621.98214,41140.46429,41470.53571,25301.5,9568.528571,10:57:03,pos 3,0.427458126,0.129254991,0.556713117,0.026397831,0.015810819,0.040997794
Leaf: 10,b'AS7262',16,100,100,Raw data,5551,5129,10356,11999,7100,2730,Calibrated data,24443.25,22542.86786,40994.03571,41353.35714,25241.06429,9547.542857,10:57:03,pos 3,0.427458126,0.129254991,0.556713117,0.026397831,0.015810819,0.040997794
Leaf: 10,b'AS7262',16,100,50,Raw data,4015,3664,7396,8571,5083,1954,Calibrated data,17679.63571,16103.93214,29276.91786,29539.10357,18070.46786,6833.664286,10:57:03,pos 3,0.427458126,0.129254991,0.556713117,0.026397831,0.015810819,0.040997794
Leaf: 10,b'AS7262',16,100,25,Raw data,2162,1950,3934,4562,2715,1042,Calibrated data,9520.142857,8570.596429,15572.66071,15722.48214,9652.042857,3644.153571,10:57:03,pos 3,0.427458126,0.129254991,0.556713117,0.026397831,0.015810819,0.040997794
Leaf: 10,b'AS7262',16,100,12.5,Raw data,1124,1008,2021,2346,1402,535,Calibrated data,4949.417857,4430.339286,8000.089286,8085.257143,4984.221429,1871.038929,10:57:03,pos 3,0.427458126,0.129254991,0.556713117,0.026397831,0.015810819,0.040997794
Leaf: 11,b'AS7262',16,100,12.5,Raw data,1197,361,1065,1111,1377,563,Calibrated data,5270.864286,1586.659286,4215.782143,3828.95,4895.346429,1968.962143,10:57:48,pos 1,0.437354234,0.145501694,0.582855928,0.007820217,0.009584473,0.014427534
Leaf: 11,b'AS7262',16,100,25,Raw data,2316,707,2078,2167,2678,1104,Calibrated data,10198.26429,3107.390714,8225.721429,7468.35,9520.503571,3860.985714,10:57:48,pos 1,0.437354234,0.145501694,0.582855928,0.007820217,0.009584473,0.014427534
Leaf: 11,b'AS7262',16,100,50,Raw data,3722,1140,3926,4093,5038,2082,Calibrated data,16389.44286,5010.503571,15540.99286,14106.11786,17910.48929,7281.314286,10:57:48,pos 1,0.437354234,0.145501694,0.582855928,0.007820217,0.009584473,0.014427534
Leaf: 11,b'AS7262',16,100,100,Raw data,5140,1576,4655,4850,5963,2467,Calibrated data,22633.45714,6926.8,18426.72143,16715.04286,21198.93929,8627.760714,10:57:48,pos 1,0.437354234,0.145501694,0.582855928,0.007820217,0.009584473,0.014427534
Leaf: 11,b'AS7262',16,100,100,Raw data,5150,1574,4652,4846,5954,2468,Calibrated data,22677.48929,6918.010714,18414.85,16701.26071,21166.94286,8631.260714,10:57:48,pos 1,0.437354234,0.145501694,0.582855928,0.007820217,0.009584473,0.014427534
Leaf: 11,b'AS7262',16,100,50,Raw data,4320,1315,3872,4033,4961,2057,Calibrated data,19022.67143,5779.657143,15327.23214,13899.33571,17636.75,7193.882143,10:57:48,pos 1,0.437354234,0.145501694,0.582855928,0.007820217,0.009584473,0.014427534
Leaf: 11,b'AS7262',16,100,25,Raw data,2317,698,2055,2142,2647,1100,Calibrated data,10202.66786,3067.833929,8134.675,7382.192857,9410.296429,3846.996429,10:57:48,pos 1,0.437354234,0.145501694,0.582855928,0.007820217,0.009584473,0.014427534
Leaf: 11,b'AS7262',16,100,12.5,Raw data,1199,360,1055,1100,1364,566,Calibrated data,5279.671429,1582.263929,4176.196429,3791.039286,4849.128571,1979.453929,10:57:48,pos 1,0.437354234,0.145501694,0.582855928,0.007820217,0.009584473,0.014427534
Leaf: 11,b'AS7262',16,100,12.5,Raw data,1200,363,1067,1113,1378,571,Calibrated data,5284.075,1595.449643,4223.7,3835.842857,4898.9,1996.940357,10:57:59,pos 2,0.437354234,0.145501694,0.582855928,0.007820217,0.009584473,0.014427534
Leaf: 11,b'AS7262',16,100,25,Raw data,2323,712,2088,2176,2684,1116,Calibrated data,10229.08929,3129.366429,8265.307143,7499.367857,9541.832143,3902.953571,10:57:59,pos 2,0.437354234,0.145501694,0.582855928,0.007820217,0.009584473,0.014427534
Leaf: 11,b'AS7262',16,100,50,Raw data,4342,1341,3934,4097,5032,2086,Calibrated data,19119.54643,5893.932143,15572.66071,14119.90357,17889.16071,7295.303571,10:57:59,pos 2,0.437354234,0.145501694,0.582855928,0.007820217,0.009584473,0.014427534
Leaf: 11,b'AS7262',16,100,100,Raw data,5185,1595,4704,4898,6014,2492,Calibrated data,22831.60714,7010.307143,18620.68929,16880.47143,21380.25,8715.192857,10:57:59,pos 2,0.437354234,0.145501694,0.582855928,0.007820217,0.009584473,0.014427534
Leaf: 11,b'AS7262',16,100,100,Raw data,5201,1592,4698,4894,6009,2492,Calibrated data,22902.06429,6997.125,18596.93929,16866.68571,21362.475,8715.192857,10:58:00,pos 2,0.437354234,0.145501694,0.582855928,0.007820217,0.009584473,0.014427534
Leaf: 11,b'AS7262',16,100,50,Raw data,4326,1315,3871,4033,4959,2057,Calibrated data,19049.08929,5779.657143,15323.275,13899.33571,17629.63929,7193.882143,10:58:00,pos 2,0.437354234,0.145501694,0.582855928,0.007820217,0.009584473,0.014427534
Leaf: 11,b'AS7262',16,100,25,Raw data,2319,699,2054,2142,2646,1099,Calibrated data,10211.475,3072.229286,8130.717857,7382.192857,9406.742857,3843.5,10:58:00,pos 2,0.437354234,0.145501694,0.582855928,0.007820217,0.009584473,0.014427534
Leaf: 11,b'AS7262',16,100,12.5,Raw data,1201,360,1055,1101,1365,565,Calibrated data,5288.478571,1582.263929,4176.196429,3794.485714,4852.682143,1975.956786,10:58:00,pos 2,0.437354234,0.145501694,0.582855928,0.007820217,0.009584473,0.014427534
Leaf: 11,b'AS7262',16,100,12.5,Raw data,1202,364,1069,1115,1380,572,Calibrated data,5292.882143,1599.844643,4231.614286,3842.735714,4906.010714,2000.4375,10:58:15,pos 3,0.437354234,0.145501694,0.582855928,0.007820217,0.009584473,0.014427534
Leaf: 11,b'AS7262',16,100,25,Raw data,2326,714,2090,2180,2687,1119,Calibrated data,10242.3,3138.156786,8273.221429,7513.153571,9552.5,3913.442857,10:58:16,pos 3,0.437354234,0.145501694,0.582855928,0.007820217,0.009584473,0.014427534
Leaf: 11,b'AS7262',16,100,50,Raw data,4349,1344,3937,4104,5037,2089,Calibrated data,19150.36786,5907.121429,15584.53571,14144.02857,17906.93571,7305.796429,10:58:16,pos 3,0.437354234,0.145501694,0.582855928,0.007820217,0.009584473,0.014427534
Leaf: 11,b'AS7262',16,100,100,Raw data,5191,1598,4709,4908,6020,2497,Calibrated data,22858.02857,7023.492857,18640.48214,16914.93571,21401.58214,8732.678571,10:58:16,pos 3,0.437354234,0.145501694,0.582855928,0.007820217,0.009584473,0.014427534
Leaf: 11,b'AS7262',16,100,100,Raw data,5214,1597,4703,4901,6013,2496,Calibrated data,22959.30714,7019.1,18616.73214,16890.81071,21376.69286,8729.182143,10:58:16,pos 3,0.437354234,0.145501694,0.582855928,0.007820217,0.009584473,0.014427534
Leaf: 11,b'AS7262',16,100,50,Raw data,4332,1319,3878,4042,4966,2062,Calibrated data,19075.51429,5797.239286,15350.98571,13930.35357,17654.525,7211.367857,10:58:16,pos 3,0.437354234,0.145501694,0.582855928,0.007820217,0.009584473,0.014427534
Leaf: 11,b'AS7262',16,100,25,Raw data,2323,701,2057,2146,2648,1100,Calibrated data,10229.08929,3081.019643,8142.592857,7395.975,9413.85,3846.996429,10:58:16,pos 3,0.437354234,0.145501694,0.582855928,0.007820217,0.009584473,0.014427534
Leaf: 11,b'AS7262',16,100,12.5,Raw data,1203,361,1056,1102,1366,566,Calibrated data,5297.285714,1586.659286,4180.153571,3797.932143,4856.239286,1979.453929,10:58:16,pos 3,0.437354234,0.145501694,0.582855928,0.007820217,0.009584473,0.014427534
Leaf: 12,b'AS7262',16,100,12.5,Raw data,2769,1828,5249,5426,3995,1494,Calibrated data,12193.00357,8034.385714,20778.06071,18700.17143,14202.54286,5224.917857,10:59:36,pos 1,0.354973045,0.146112721,0.501085766,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,25,Raw data,5359,3562,10237,10579,7763,2925,Calibrated data,23597.8,15655.625,40522.96429,36459.46429,27598.08571,10229.51071,10:59:36,pos 1,0.354973045,0.146112721,0.501085766,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,50,Raw data,10013,6711,19241,19861,14496,5484,Calibrated data,44091.21429,29496.03929,76165.10714,68448.96429,51534.42857,19179.02143,10:59:36,pos 1,0.354973045,0.146112721,0.501085766,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,100,Raw data,14214,9515,27356,28239,20555,7771,Calibrated data,62589.85714,41820.10714,108288.1786,97322.92857,73074.67857,27177.275,10:59:36,pos 1,0.354973045,0.146112721,0.501085766,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,100,Raw data,14299,9472,27234,28121,20466,7717,Calibrated data,62964.14286,41631.10714,107805.25,96916.25,72758.25,26988.42143,10:59:36,pos 1,0.354973045,0.146112721,0.501085766,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,50,Raw data,9918,6520,18850,19471,14202,5341,Calibrated data,43672.89286,28656.56071,74617.35714,67104.89286,50489.25,18678.91071,10:59:36,pos 1,0.354973045,0.146112721,0.501085766,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,25,Raw data,5339,3501,10097,10436,7645,2870,Calibrated data,23509.73214,15387.51786,39968.78571,35966.64286,27178.58214,10037.16071,10:59:36,pos 1,0.354973045,0.146112721,0.501085766,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,12.5,Raw data,2769,1812,5199,5376,3954,1479,Calibrated data,12193.00357,7964.060714,20580.13571,18527.85357,14056.78571,5172.460714,10:59:36,pos 1,0.354973045,0.146112721,0.501085766,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,12.5,Raw data,2783,1839,5257,5438,4002,1514,Calibrated data,12254.65,8082.732143,20809.72857,18741.52857,14227.42857,5294.864286,10:59:55,pos 2,0.354973045,0.146112721,0.501085766,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,25,Raw data,5387,3586,10247,10598,7771,2933,Calibrated data,23721.09643,15761.10714,40562.53571,36524.96429,27626.52143,10257.48929,10:59:55,pos 2,0.354973045,0.146112721,0.501085766,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,50,Raw data,10060,6743,19231,19871,14507,5484,Calibrated data,44298.17857,29636.68214,76125.53571,68483.42857,51573.53571,19179.02143,10:59:55,pos 2,0.354973045,0.146112721,0.501085766,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,100,Raw data,14308,9557,27376,28273,20600,7763,Calibrated data,63003.78571,42004.71429,108367.3571,97440.10714,73234.64286,27149.29643,10:59:55,pos 2,0.354973045,0.146112721,0.501085766,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,100,Raw data,14387,9501,27240,28153,20509,7702,Calibrated data,63351.64286,41758.57143,107829,97026.53571,72911.14286,26935.96429,10:59:55,pos 2,0.354973045,0.146112721,0.501085766,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,50,Raw data,9971,6536,18843,19480,14228,5334,Calibrated data,43906.25,28726.88571,74589.64286,67135.89286,50581.67857,18654.43214,10:59:55,pos 2,0.354973045,0.146112721,0.501085766,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,25,Raw data,5369,3510,10098,10450,7663,2871,Calibrated data,23641.83571,15427.075,39972.71429,36014.89286,27242.575,10040.65714,10:59:55,pos 2,0.354973045,0.146112721,0.501085766,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,12.5,Raw data,2786,1818,5199,5383,3965,1483,Calibrated data,12267.86071,7990.432143,20580.13571,18551.97857,14095.89286,5186.45,10:59:55,pos 2,0.354973045,0.146112721,0.501085766,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,12.5,Raw data,2801,1844,5251,5438,4009,1511,Calibrated data,12333.91429,8104.707143,20785.97857,18741.52857,14252.31429,5284.371429,11:00:12,pos 3,0.354973045,0.146112721,0.501085766,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,25,Raw data,5418,3595,10242,10599,7786,2939,Calibrated data,23857.6,15800.66429,40542.75,36528.39286,27679.85,10278.47143,11:00:12,pos 3,0.354973045,0.146112721,0.501085766,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,50,Raw data,10116,6760,19212,19868,14531,5477,Calibrated data,44544.75,29711.40357,76050.32143,68473.10714,51658.85714,19154.53929,11:00:12,pos 3,0.354973045,0.146112721,0.501085766,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,100,Raw data,14396,9584,27370,28302,20653,7753,Calibrated data,63391.28571,42123.39286,108343.6071,97540.03571,73423.07143,27114.32143,11:00:12,pos 3,0.354973045,0.146112721,0.501085766,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,100,Raw data,14476,9529,27237,28176,20562,7694,Calibrated data,63743.57143,41881.64286,107817.1071,97105.78571,73099.53571,26907.98214,11:00:12,pos 3,0.354973045,0.146112721,0.501085766,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,50,Raw data,10021,6548,18822,19478,14251,5325,Calibrated data,44126.42857,28779.625,74506.5,67129,50663.42857,18622.95357,11:00:12,pos 3,0.354973045,0.146112721,0.501085766,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,25,Raw data,5398,3518,10094,10451,7679,2871,Calibrated data,23769.53214,15462.23571,39956.89286,36018.32143,27299.45714,10040.65714,11:00:12,pos 3,0.354973045,0.146112721,0.501085766,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,12.5,Raw data,2802,1823,5200,5388,3976,1484,Calibrated data,12338.31429,8012.410714,20584.09643,18569.20714,14134.99643,5189.946429,11:00:13,pos 3,0.354973045,0.146112721,0.501085766,0.016224475,0.051639241,0.061055437
Leaf: 13,b'AS7262',16,100,12.5,Raw data,1041,1270,2105,2486,1495,633,Calibrated data,4583.935714,5581.875,8332.6,8567.753571,5314.842857,2213.771071,10:15:03,pos 1,0.314741694,0.097854126,0.41259582,0.021683268,0.013820013,0.034455038
Leaf: 13,b'AS7262',16,100,25,Raw data,2022,2481,4121,4861,2911,1246,Calibrated data,8903.667857,10904.43571,16312.89643,16752.95714,10348.83571,4357.596429,10:15:03,pos 1,0.314741694,0.097854126,0.41259582,0.021683268,0.013820013,0.034455038
Leaf: 13,b'AS7262',16,100,50,Raw data,3781,4675,7761,9148,5457,2327,Calibrated data,16649.24286,20547.45714,30721.76429,31527.675,19400.07143,8138.146429,10:15:03,pos 1,0.314741694,0.097854126,0.41259582,0.021683268,0.013820013,0.034455038
Leaf: 13,b'AS7262',16,100,100,Raw data,5331,6575,10958,12927,7698,3275,Calibrated data,23474.50714,28898.29286,43377.03571,44551.60714,27367.00357,11453.55357,10:15:03,pos 1,0.314741694,0.097854126,0.41259582,0.021683268,0.013820013,0.034455038
Leaf: 13,b'AS7262',16,100,100,Raw data,5361,6542,10903,12871,7673,3263,Calibrated data,23606.60714,28753.25357,43159.32143,44358.64286,27278.12857,11411.58929,10:15:03,pos 1,0.314741694,0.097854126,0.41259582,0.021683268,0.013820013,0.034455038
Leaf: 13,b'AS7262',16,100,50,Raw data,3754,4532,7553,8924,5331,2265,Calibrated data,16530.35,19918.94643,29898.4,30755.67857,18952.12857,7921.314286,10:15:03,pos 1,0.314741694,0.097854126,0.41259582,0.021683268,0.013820013,0.034455038
