Leaf number,spectrometer,gain,integration time,current,450 nm,500 nm,550 nm,570 nm,600 nm,650 nm,time,position,Chlorophyll a (ug/ml),Chlorophyll b (ug/ml),Total Chlorophyll (ug/ml),position stdev,vial number stdev,Absorbance (647) stdev,Absorbance (664) stdev,Chlorophyll a (ug/ml) stdev,Chlorophyll b (ug/ml) stdev,Total Chlorophyll (ug/ml) stdev
Leaf: 1,b'AS7262',16,100,200,0.167024374,0.124343926,0.215183587,0.207210683,0.184217099,0.09601036,11:16:18,pos 2,0.338754342,0.127924396,0.466678739,1.58113883,1.58113883,0.004038936,0.011958135,0.025128478,0.005978654,0.029697149
Leaf: 1,b'AS7262',16,100,50,0.125167147,0.092403973,0.159759213,0.153922143,0.137111445,0.071481571,11:16:18,pos 2,0.338754342,0.127924396,0.466678739,1.58113883,1.58113883,0.004038936,0.011958135,0.025128478,0.005978654,0.029697149
Leaf: 1,b'AS7262',16,100,25,0.067193333,0.04916908,0.084938983,0.081924539,0.073277065,0.038209854,11:16:18,pos 2,0.338754342,0.127924396,0.466678739,1.58113883,1.58113883,0.004038936,0.011958135,0.025128478,0.005978654,0.029697149
Leaf: 1,b'AS7262',16,100,12,0.034801887,0.02538243,0.043658851,0.042138438,0.037832343,0.019698584,11:16:18,pos 2,0.338754342,0.127924396,0.466678739,1.58113883,1.58113883,0.004038936,0.011958135,0.025128478,0.005978654,0.029697149
Leaf: 1,b'AS7262',16,100,12,0.013987613,0.018002069,0.029093701,0.029874849,0.01545026,0.010092152,11:16:37,pos 3,0.338754342,0.127924396,0.466678739,1.58113883,1.58113883,0.004038936,0.011958135,0.025128478,0.005978654,0.029697149
Leaf: 1,b'AS7262',16,100,25,0.027165877,0.03505667,0.056778475,0.058338293,0.030068699,0.019941442,11:16:38,pos 3,0.338754342,0.127924396,0.466678739,1.58113883,1.58113883,0.004038936,0.011958135,0.025128478,0.005978654,0.029697149
Leaf: 1,b'AS7262',16,100,50,0.049282151,0.06407939,0.097985407,0.100555159,0.051680588,0.034593964,11:16:38,pos 3,0.338754342,0.127924396,0.466678739,1.58113883,1.58113883,0.004038936,0.011958135,0.025128478,0.005978654,0.029697149
Leaf: 1,b'AS7262',16,100,200,0.048930261,0.063331372,0.103621163,0.106310575,0.054638165,0.036563817,11:16:38,pos 3,0.338754342,0.127924396,0.466678739,1.58113883,1.58113883,0.004038936,0.011958135,0.025128478,0.005978654,0.029697149
Leaf: 1,b'AS7262',16,100,200,0.050830455,0.065650209,0.10632925,0.109086338,0.056039926,0.037481286,11:16:38,pos 3,0.338754342,0.127924396,0.466678739,1.58113883,1.58113883,0.004038936,0.011958135,0.025128478,0.005978654,0.029697149
Leaf: 1,b'AS7262',16,100,50,0.046572593,0.059990289,0.097381564,0.099927861,0.051357101,0.034297124,11:16:38,pos 3,0.338754342,0.127924396,0.466678739,1.58113883,1.58113883,0.004038936,0.011958135,0.025128478,0.005978654,0.029697149
Leaf: 1,b'AS7262',16,100,25,0.027148282,0.034682661,0.056174633,0.05771101,0.029760625,0.01980652,11:16:38,pos 3,0.338754342,0.127924396,0.466678739,1.58113883,1.58113883,0.004038936,0.011958135,0.025128478,0.005978654,0.029697149
Leaf: 1,b'AS7262',16,100,12,0.014040396,0.017852469,0.028837534,0.02962393,0.015342433,0.010146119,11:16:38,pos 3,0.338754342,0.127924396,0.466678739,1.58113883,1.58113883,0.004038936,0.011958135,0.025128478,0.005978654,0.029697149
Leaf: 2,b'AS7262',16,100,12,0.087057495,0.050241227,0.086915152,0.088981582,0.092871013,0.069943473,11:17:35,pos 1,0.280995315,0.104742342,0.385737658,1.58113883,1.58113883,0.006053924,0.013242545,0.027124751,0.013654301,0.038309524
Leaf: 2,b'AS7262',16,100,25,0.168396741,0.098113775,0.169969458,0.173713266,0.180504673,0.136999597,11:17:35,pos 1,0.280995315,0.104742342,0.385737658,1.58113883,1.58113883,0.006053924,0.013242545,0.027124751,0.013654301,0.038309524
Leaf: 2,b'AS7262',16,100,50,0.313885496,0.184433958,0.318182632,0.324906677,0.336285736,0.254192663,11:17:35,pos 1,0.280995315,0.104742342,0.385737658,1.58113883,1.58113883,0.006053924,0.013242545,0.027124751,0.013654301,0.038309524
Leaf: 2,b'AS7262',16,100,200,0.397195474,0.232082121,0.403085065,0.411645651,0.425567642,0.320196291,11:17:35,pos 1,0.280995315,0.104742342,0.385737658,1.58113883,1.58113883,0.006053924,0.013242545,0.027124751,0.013654301,0.038309524
Leaf: 2,b'AS7262',16,100,200,0.398919744,0.230985013,0.40158458,0.410249993,0.424181247,0.318307564,11:17:35,pos 1,0.280995315,0.104742342,0.385737658,1.58113883,1.58113883,0.006053924,0.013242545,0.027124751,0.013654301,0.038309524
Leaf: 2,b'AS7262',16,100,50,0.311686312,0.179172967,0.312308967,0.319166896,0.330740309,0.247851345,11:17:35,pos 1,0.280995315,0.104742342,0.385737658,1.58113883,1.58113883,0.006053924,0.013242545,0.027124751,0.013654301,0.038309524
Leaf: 2,b'AS7262',16,100,25,0.167956932,0.095844819,0.167078437,0.170906186,0.177916808,0.133383707,11:17:35,pos 1,0.280995315,0.104742342,0.385737658,1.58113883,1.58113883,0.006053924,0.013242545,0.027124751,0.013654301,0.038309524
Leaf: 2,b'AS7262',16,100,12,0.087180661,0.04956803,0.085981959,0.088024968,0.092023794,0.068972022,11:17:35,pos 1,0.280995315,0.104742342,0.385737658,1.58113883,1.58113883,0.006053924,0.013242545,0.027124751,0.013654301,0.038309524
Leaf: 2,b'AS7262',16,100,12,0.043387993,0.011469463,0.03117967,0.027287275,0.047259629,0.026012926,11:21:36,pos 2,0.280995315,0.104742342,0.385737658,1.58113883,1.58113883,0.006053924,0.013242545,0.027124751,0.013654301,0.038309524
Leaf: 2,b'AS7262',16,100,25,0.083749729,0.022315594,0.060950397,0.053241541,0.092008381,0.050433782,11:21:36,pos 2,0.280995315,0.104742342,0.385737658,1.58113883,1.58113883,0.006053924,0.013242545,0.027124751,0.013654301,0.038309524
Leaf: 2,b'AS7262',16,100,50,0.154180461,0.041539411,0.114508418,0.099771036,0.171785966,0.09379765,11:21:36,pos 2,0.280995315,0.104742342,0.385737658,1.58113883,1.58113883,0.006053924,0.013242545,0.027124751,0.013654301,0.038309524
Leaf: 2,b'AS7262',16,100,200,0.17810891,0.047847608,0.132129347,0.11501426,0.198003677,0.107883465,11:21:36,pos 2,0.280995315,0.104742342,0.385737658,1.58113883,1.58113883,0.006053924,0.013242545,0.027124751,0.013654301,0.038309524
Leaf: 2,b'AS7262',16,100,200,0.180800845,0.048321339,0.133025923,0.115751336,0.199420868,0.108423161,11:21:36,pos 2,0.280995315,0.104742342,0.385737658,1.58113883,1.58113883,0.006053924,0.013242545,0.027124751,0.013654301,0.038309524
Leaf: 2,b'AS7262',16,100,50,0.155341629,0.041240204,0.113190966,0.098469392,0.169999081,0.092259525,11:21:36,pos 2,0.280995315,0.104742342,0.385737658,1.58113883,1.58113883,0.006053924,0.013242545,0.027124751,0.013654301,0.038309524
Leaf: 2,b'AS7262',16,100,25,0.083485815,0.021841842,0.060072096,0.052300593,0.090776069,0.049219474,11:21:36,pos 2,0.280995315,0.104742342,0.385737658,1.58113883,1.58113883,0.006053924,0.013242545,0.027124751,0.013654301,0.038309524
Leaf: 2,b'AS7262',16,100,12,0.043300017,0.011245061,0.030832011,0.026863849,0.046843711,0.025338316,11:21:36,pos 2,0.280995315,0.104742342,0.385737658,1.58113883,1.58113883,0.006053924,0.013242545,0.027124751,0.013654301,0.038309524
Leaf: 2,b'AS7262',16,100,12,0.009430642,0.007380349,0.016541319,0.016027349,0.010782834,0.007096888,11:21:51,pos 3,0.280995315,0.104742342,0.385737658,1.58113883,1.58113883,0.006053924,0.013242545,0.027124751,0.013654301,0.038309524
Leaf: 2,b'AS7262',16,100,25,0.018298262,0.014336828,0.032204354,0.031223541,0.020980313,0.014058851,11:21:51,pos 3,0.280995315,0.104742342,0.385737658,1.58113883,1.58113883,0.006053924,0.013242545,0.027124751,0.013654301,0.038309524
Leaf: 2,b'AS7262',16,100,50,0.034344426,0.027127773,0.060804013,0.058855814,0.039341949,0.026741502,11:21:51,pos 3,0.280995315,0.104742342,0.385737658,1.58113883,1.58113883,0.006053924,0.013242545,0.027124751,0.013654301,0.038309524
Leaf: 2,b'AS7262',16,100,200,0.042701809,0.033710257,0.075570439,0.073126742,0.048784633,0.033217761,11:21:51,pos 3,0.280995315,0.104742342,0.385737658,1.58113883,1.58113883,0.006053924,0.013242545,0.027124751,0.013654301,0.038309524
Leaf: 2,b'AS7262',16,100,200,0.04277219,0.033610514,0.075167888,0.072766045,0.048522752,0.032974877,11:21:51,pos 3,0.280995315,0.104742342,0.385737658,1.58113883,1.58113883,0.006053924,0.013242545,0.027124751,0.013654301,0.038309524
Leaf: 2,b'AS7262',16,100,50,0.034133298,0.026678962,0.059779329,0.0578992,0.038648751,0.026201815,11:21:51,pos 3,0.280995315,0.104742342,0.385737658,1.58113883,1.58113883,0.006053924,0.013242545,0.027124751,0.013654301,0.038309524
Leaf: 2,b'AS7262',16,100,25,0.018245476,0.014187228,0.031783496,0.030815797,0.020656825,0.013923931,11:21:51,pos 3,0.280995315,0.104742342,0.385737658,1.58113883,1.58113883,0.006053924,0.013242545,0.027124751,0.013654301,0.038309524
Leaf: 2,b'AS7262',16,100,12,0.009413047,0.007330482,0.016358346,0.015854842,0.010644198,0.007123871,11:21:51,pos 3,0.280995315,0.104742342,0.385737658,1.58113883,1.58113883,0.006053924,0.013242545,0.027124751,0.013654301,0.038309524
Leaf: 3,b'AS7262',16,100,12,0.039024559,0.015184573,0.029569451,0.028306619,0.036892692,0.031085985,11:22:46,pos 1,0.416105153,0.160765261,0.576870414,1.58113883,1.58113883,0.00466819,0.009475917,0.01941282,0.012083974,0.028189933
Leaf: 3,b'AS7262',16,100,25,0.075445131,0.029646076,0.057784868,0.055342975,0.071813682,0.060552911,11:22:46,pos 1,0.416105153,0.160765261,0.576870414,1.58113883,1.58113883,0.00466819,0.009475917,0.01941282,0.012083974,0.028189933
Leaf: 3,b'AS7262',16,100,50,0.140703065,0.055951029,0.10889097,0.104177776,0.134569772,0.113280364,11:22:46,pos 1,0.416105153,0.160765261,0.576870414,1.58113883,1.58113883,0.00466819,0.009475917,0.01941282,0.012083974,0.028189933
Leaf: 3,b'AS7262',16,100,200,0.174590017,0.069340381,0.135514443,0.129630219,0.16714938,0.140642492,11:22:46,pos 1,0.416105153,0.160765261,0.576870414,1.58113883,1.58113883,0.00466819,0.009475917,0.01941282,0.012083974,0.028189933
Leaf: 3,b'AS7262',16,100,200,0.175346624,0.069215718,0.135258276,0.129394982,0.16691834,0.140426614,11:22:46,pos 1,0.416105153,0.160765261,0.576870414,1.58113883,1.58113883,0.00466819,0.009475917,0.01941282,0.012083974,0.028189933
Leaf: 3,b'AS7262',16,100,50,0.140263214,0.054903823,0.107152659,0.1025468,0.132521036,0.111607322,11:22:46,pos 1,0.416105153,0.160765261,0.576870414,1.58113883,1.58113883,0.00466819,0.009475917,0.01941282,0.012083974,0.028189933
Leaf: 3,b'AS7262',16,100,25,0.075445131,0.029197265,0.05694315,0.054543169,0.07081241,0.059743382,11:22:46,pos 1,0.416105153,0.160765261,0.576870414,1.58113883,1.58113883,0.00466819,0.009475917,0.01941282,0.012083974,0.028189933
Leaf: 3,b'AS7262',16,100,12,0.039165321,0.015084836,0.029258393,0.028024335,0.036553807,0.030870107,11:22:46,pos 1,0.416105153,0.160765261,0.576870414,1.58113883,1.58113883,0.00466819,0.009475917,0.01941282,0.012083974,0.028189933
Leaf: 3,b'AS7262',16,100,12,0.012650432,0.008502363,0.017877079,0.016764423,0.013463138,0.010685809,11:23:02,pos 2,0.416105153,0.160765261,0.576870414,1.58113883,1.58113883,0.00466819,0.009475917,0.01941282,0.012083974,0.028189933
Leaf: 3,b'AS7262',16,100,25,0.02456189,0.016605788,0.034912441,0.032729041,0.026233093,0.020993833,11:23:02,pos 2,0.416105153,0.160765261,0.576870414,1.58113883,1.58113883,0.00466819,0.009475917,0.01941282,0.012083974,0.028189933
Leaf: 3,b'AS7262',16,100,50,0.045939195,0.031341558,0.065817652,0.061631577,0.049169726,0.039397156,11:23:02,pos 2,0.416105153,0.160765261,0.576870414,1.58113883,1.58113883,0.00466819,0.009475917,0.01941282,0.012083974,0.028189933
Leaf: 3,b'AS7262',16,100,200,0.055246675,0.037599893,0.079486193,0.074412688,0.059305592,0.047492476,11:23:02,pos 2,0.416105153,0.160765261,0.576870414,1.58113883,1.58113883,0.00466819,0.009475917,0.01941282,0.012083974,0.028189933
Leaf: 3,b'AS7262',16,100,200,0.056319938,0.038123506,0.080254711,0.075118399,0.059921756,0.047978188,11:23:02,pos 2,0.416105153,0.160765261,0.576870414,1.58113883,1.58113883,0.00466819,0.009475917,0.01941282,0.012083974,0.028189933
Leaf: 3,b'AS7262',16,100,50,0.045816028,0.030817945,0.064847843,0.060722011,0.048507354,0.03883051,11:23:03,pos 2,0.416105153,0.160765261,0.576870414,1.58113883,1.58113883,0.00466819,0.009475917,0.01941282,0.012083974,0.028189933
Leaf: 3,b'AS7262',16,100,25,0.02459708,0.016381385,0.034436691,0.03227425,0.025909606,0.020750974,11:23:03,pos 2,0.416105153,0.160765261,0.576870414,1.58113883,1.58113883,0.00466819,0.009475917,0.01941282,0.012083974,0.028189933
Leaf: 3,b'AS7262',16,100,12,0.012738405,0.008452496,0.017712388,0.016591916,0.013370714,0.010658822,11:23:03,pos 2,0.416105153,0.160765261,0.576870414,1.58113883,1.58113883,0.00466819,0.009475917,0.01941282,0.012083974,0.028189933
Leaf: 3,b'AS7262',16,100,12,0.0169083,0.006158603,0.017236654,0.013737727,0.019362893,0.011684227,11:23:17,pos 3,0.416105153,0.160765261,0.576870414,1.58113883,1.58113883,0.00466819,0.009475917,0.01941282,0.012083974,0.028189933
Leaf: 3,b'AS7262',16,100,25,0.032831312,0.012018002,0.03363159,0.026848166,0.037724514,0.023017662,11:23:17,pos 3,0.416105153,0.160765261,0.576870414,1.58113883,1.58113883,0.00466819,0.009475917,0.01941282,0.012083974,0.028189933
Leaf: 3,b'AS7262',16,100,50,0.061527913,0.022764385,0.0634755,0.050669633,0.070750804,0.043363869,11:23:17,pos 3,0.416105153,0.160765261,0.576870414,1.58113883,1.58113883,0.00466819,0.009475917,0.01941282,0.012083974,0.028189933
Leaf: 3,b'AS7262',16,100,200,0.080864247,0.029970204,0.08349344,0.066665616,0.092886426,0.056990977,11:23:17,pos 3,0.416105153,0.160765261,0.576870414,1.58113883,1.58113883,0.00466819,0.009475917,0.01941282,0.012083974,0.028189933
Leaf: 3,b'AS7262',16,100,200,0.081004995,0.0298206,0.083054289,0.066320618,0.092424299,0.056748121,11:23:17,pos 3,0.416105153,0.160765261,0.576870414,1.58113883,1.58113883,0.00466819,0.009475917,0.01941282,0.012083974,0.028189933
Leaf: 3,b'AS7262',16,100,50,0.061422327,0.022415316,0.062414232,0.049854145,0.069641704,0.042824173,11:23:17,pos 3,0.416105153,0.160765261,0.576870414,1.58113883,1.58113883,0.00466819,0.009475917,0.01941282,0.012083974,0.028189933
Leaf: 3,b'AS7262',16,100,25,0.032972059,0.011943202,0.033210731,0.026565882,0.037262387,0.022936709,11:23:17,pos 3,0.416105153,0.160765261,0.576870414,1.58113883,1.58113883,0.00466819,0.009475917,0.01941282,0.012083974,0.028189933
Leaf: 3,b'AS7262',16,100,12,0.017101832,0.006158603,0.01709027,0.013659317,0.019270461,0.01181915,11:23:17,pos 3,0.416105153,0.160765261,0.576870414,1.58113883,1.58113883,0.00466819,0.009475917,0.01941282,0.012083974,0.028189933
Leaf: 4,b'AS7262',16,100,12,0.016961085,0.007480084,0.015022598,0.013674999,0.017329554,0.012062011,11:23:50,pos 1,0.539892577,0.187577441,0.727470018,1.58113883,1.58113883,0.00607182,0.013592645,0.027833317,0.012878649,0.03902348
Leaf: 4,b'AS7262',16,100,25,0.032919273,0.014710833,0.02947796,0.026785436,0.033765681,0.023881158,11:23:50,pos 1,0.539892577,0.187577441,0.727470018,1.58113883,1.58113883,0.00607182,0.013592645,0.027833317,0.012878649,0.03902348
Leaf: 4,b'AS7262',16,100,50,0.061615874,0.027850851,0.055607407,0.050528491,0.063356856,0.044874988,11:23:50,pos 1,0.539892577,0.187577441,0.727470018,1.58113883,1.58113883,0.00607182,0.013592645,0.027833317,0.012878649,0.03902348
Leaf: 4,b'AS7262',16,100,200,0.08869379,0.040118196,0.080364494,0.0729856,0.091299801,0.06457358,11:23:50,pos 1,0.539892577,0.187577441,0.727470018,1.58113883,1.58113883,0.00607182,0.013592645,0.027833317,0.012878649,0.03902348
Leaf: 4,b'AS7262',16,100,200,0.089256807,0.039993513,0.080090019,0.07273468,0.091022522,0.06438468,11:23:51,pos 1,0.539892577,0.187577441,0.727470018,1.58113883,1.58113883,0.00607182,0.013592645,0.027833317,0.012878649,0.03902348
Leaf: 4,b'AS7262',16,100,50,0.06131677,0.027202575,0.054454631,0.049509147,0.062124529,0.043984498,11:23:51,pos 1,0.539892577,0.187577441,0.727470018,1.58113883,1.58113883,0.00607182,0.013592645,0.027833317,0.012878649,0.03902348
Leaf: 4,b'AS7262',16,100,25,0.032919273,0.014511364,0.029038809,0.026393375,0.033272744,0.023557346,11:23:51,pos 1,0.539892577,0.187577441,0.727470018,1.58113883,1.58113883,0.00607182,0.013592645,0.027833317,0.012878649,0.03902348
Leaf: 4,b'AS7262',16,100,12,0.017049047,0.007480084,0.014912811,0.013580904,0.017190915,0.012142964,11:23:51,pos 1,0.539892577,0.187577441,0.727470018,1.58113883,1.58113883,0.00607182,0.013592645,0.027833317,0.012878649,0.03902348
Leaf: 4,b'AS7262',16,100,12,0.01571187,0.008377696,0.019834957,0.016748741,0.019732588,0.008904839,11:24:07,pos 2,0.539892577,0.187577441,0.727470018,1.58113883,1.58113883,0.00607182,0.013592645,0.027833317,0.012878649,0.03902348
Leaf: 4,b'AS7262',16,100,25,0.030403262,0.016306585,0.038718412,0.032713359,0.038433093,0.017647774,11:24:07,pos 2,0.539892577,0.187577441,0.727470018,1.58113883,1.58113883,0.00607182,0.013592645,0.027833317,0.012878649,0.03902348
Leaf: 4,b'AS7262',16,100,50,0.056847765,0.030842886,0.073100227,0.061694324,0.072137153,0.033406634,11:24:07,pos 2,0.539892577,0.187577441,0.727470018,1.58113883,1.58113883,0.00607182,0.013592645,0.027833317,0.012878649,0.03902348
Leaf: 4,b'AS7262',16,100,200,0.078383412,0.042586617,0.101132644,0.085280554,0.099571779,0.046089296,11:24:07,pos 2,0.539892577,0.187577441,0.727470018,1.58113883,1.58113883,0.00607182,0.013592645,0.027833317,0.012878649,0.03902348
Leaf: 4,b'AS7262',16,100,200,0.078682516,0.042387152,0.100711785,0.084935539,0.099232879,0.045873418,11:24:07,pos 2,0.539892577,0.187577441,0.727470018,1.58113883,1.58113883,0.00607182,0.013592645,0.027833317,0.012878649,0.03902348
Leaf: 4,b'AS7262',16,100,50,0.056531066,0.030169669,0.071672992,0.060486774,0.070827823,0.032732021,11:24:07,pos 2,0.539892577,0.187577441,0.727470018,1.58113883,1.58113883,0.00607182,0.013592645,0.027833317,0.012878649,0.03902348
Leaf: 4,b'AS7262',16,100,25,0.030385667,0.016082183,0.038169478,0.032227202,0.037940172,0.017458882,11:24:08,pos 2,0.539892577,0.187577441,0.727470018,1.58113883,1.58113883,0.00607182,0.013592645,0.027833317,0.012878649,0.03902348
Leaf: 4,b'AS7262',16,100,12,0.01574706,0.008302894,0.019633681,0.016576234,0.019593948,0.008958808,11:24:08,pos 2,0.539892577,0.187577441,0.727470018,1.58113883,1.58113883,0.00607182,0.013592645,0.027833317,0.012878649,0.03902348
Leaf: 4,b'AS7262',16,100,12,0.009782532,0.00523606,0.011619184,0.010491484,0.012338643,0.006233386,11:24:22,pos 3,0.539892577,0.187577441,0.727470018,1.58113883,1.58113883,0.00607182,0.013592645,0.027833317,0.012878649,0.03902348
Leaf: 4,b'AS7262',16,100,25,0.018984445,0.010172914,0.022652827,0.02044977,0.024045718,0.01238582,11:24:22,pos 3,0.539892577,0.187577441,0.727470018,1.58113883,1.58113883,0.00607182,0.013592645,0.027833317,0.012878649,0.03902348
Leaf: 4,b'AS7262',16,100,50,0.035576046,0.019223817,0.042725659,0.038500139,0.045118462,0.023503379,11:24:22,pos 3,0.539892577,0.187577441,0.727470018,1.58113883,1.58113883,0.00607182,0.013592645,0.027833317,0.012878649,0.03902348
Leaf: 4,b'AS7262',16,100,200,0.050179462,0.027127773,0.060419754,0.054402027,0.063711138,0.033163778,11:24:23,pos 3,0.539892577,0.187577441,0.727470018,1.58113883,1.58113883,0.00607182,0.013592645,0.027833317,0.012878649,0.03902348
Leaf: 4,b'AS7262',16,100,200,0.050443376,0.027028031,0.060163587,0.054151107,0.063510893,0.033001883,11:24:23,pos 3,0.539892577,0.187577441,0.727470018,1.58113883,1.58113883,0.00607182,0.013592645,0.027833317,0.012878649,0.03902348
Leaf: 4,b'AS7262',16,100,50,0.035400094,0.018799945,0.041920558,0.037731698,0.044409867,0.023017662,11:24:23,pos 3,0.539892577,0.187577441,0.727470018,1.58113883,1.58113883,0.00607182,0.013592645,0.027833317,0.012878649,0.03902348
Leaf: 4,b'AS7262',16,100,25,0.019002041,0.010023313,0.02236006,0.020120438,0.023799265,0.012277884,11:24:23,pos 3,0.539892577,0.187577441,0.727470018,1.58113883,1.58113883,0.00607182,0.013592645,0.027833317,0.012878649,0.03902348
Leaf: 4,b'AS7262',16,100,12,0.009835315,0.005186193,0.011527694,0.010381708,0.012307835,0.006287356,11:24:23,pos 3,0.539892577,0.187577441,0.727470018,1.58113883,1.58113883,0.00607182,0.013592645,0.027833317,0.012878649,0.03902348
Leaf: 5,b'AS7262',16,100,12,0.010486311,0.005684865,0.01156429,0.009550544,0.011583844,0.008338168,11:25:04,pos 1,0.580044973,0.215398054,0.795443027,1.58113883,1.58113883,0.014286077,0.031939678,0.065078373,0.027911301,0.092603489
Leaf: 5,b'AS7262',16,100,25,0.020321622,0.011095457,0.022597935,0.018661985,0.022582335,0.016487444,11:25:04,pos 1,0.580044973,0.215398054,0.795443027,1.58113883,1.58113883,0.014286077,0.031939678,0.065078373,0.027911301,0.092603489
Leaf: 5,b'AS7262',16,100,50,0.038004081,0.020919299,0.042579275,0.035144124,0.042345733,0.031220902,11:25:04,pos 1,0.580044973,0.215398054,0.795443027,1.58113883,1.58113883,0.014286077,0.031939678,0.065078373,0.027911301,0.092603489
Leaf: 5,b'AS7262',16,100,200,0.054067841,0.02979568,0.060877213,0.050230524,0.060368469,0.04465911,11:25:04,pos 1,0.580044973,0.215398054,0.795443027,1.58113883,1.58113883,0.014286077,0.031939678,0.065078373,0.027911301,0.092603489
Leaf: 5,b'AS7262',16,100,200,0.05441973,0.029770739,0.060712521,0.050105064,0.060199019,0.044578176,11:25:04,pos 1,0.580044973,0.215398054,0.795443027,1.58113883,1.58113883,0.014286077,0.031939678,0.065078373,0.027911301,0.092603489
Leaf: 5,b'AS7262',16,100,50,0.037828129,0.020495429,0.041774174,0.034485461,0.041544722,0.030789146,11:25:04,pos 1,0.580044973,0.215398054,0.795443027,1.58113883,1.58113883,0.014286077,0.031939678,0.065078373,0.027911301,0.092603489
Leaf: 5,b'AS7262',16,100,25,0.020339217,0.010945858,0.022268584,0.018395383,0.022258848,0.016487444,11:25:04,pos 1,0.580044973,0.215398054,0.795443027,1.58113883,1.58113883,0.014286077,0.031939678,0.065078373,0.027911301,0.092603489
Leaf: 5,b'AS7262',16,100,12,0.010539095,0.00565993,0.011454502,0.009456449,0.01149142,0.008473091,11:25:04,pos 1,0.580044973,0.215398054,0.795443027,1.58113883,1.58113883,0.014286077,0.031939678,0.065078373,0.027911301,0.092603489
Leaf: 5,b'AS7262',16,100,12,0.023365475,0.016306585,0.024940071,0.024511495,0.020533599,0.020670021,11:25:23,pos 2,0.580044973,0.215398054,0.795443027,1.58113883,1.58113883,0.014286077,0.031939678,0.065078373,0.027911301,0.092603489
Leaf: 5,b'AS7262',16,100,25,0.045622496,0.03184023,0.048763982,0.048019313,0.040019718,0.040800364,11:25:23,pos 2,0.580044973,0.215398054,0.795443027,1.58113883,1.58113883,0.014286077,0.031939678,0.065078373,0.027911301,0.092603489
