Leaf number,spectrometer,gain,integration time,LED current,450 nm,500 nm,550 nm,570 nm,600 nm,650 nm,Unnamed: 19,position,Chlorophyll a (ug/ml),Chlorophyll b (ug/ml),Total Chlorophyll (ug/ml),Chlorophyll a (ug/ml) STDEV,Chlorophyll b (ug/ml) STDEV,Total Chlorophyll (ug/ml) STDEV
Leaf: 12,b'AS7262',16,100,12.5,12267.86071,7990.432143,20580.13571,18551.97857,14095.89286,5186.45,10:59:55,pos 2,0.354973045,0.146112721,0.501085766,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,12.5,12333.91429,8104.707143,20785.97857,18741.52857,14252.31429,5284.371429,11:00:12,pos 3,0.354973045,0.146112721,0.501085766,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,25,23857.6,15800.66429,40542.75,36528.39286,27679.85,10278.47143,11:00:12,pos 3,0.354973045,0.146112721,0.501085766,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,50,44544.75,29711.40357,76050.32143,68473.10714,51658.85714,19154.53929,11:00:12,pos 3,0.354973045,0.146112721,0.501085766,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,100,63391.28571,42123.39286,108343.6071,97540.03571,73423.07143,27114.32143,11:00:12,pos 3,0.354973045,0.146112721,0.501085766,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,100,63743.57143,41881.64286,107817.1071,97105.78571,73099.53571,26907.98214,11:00:12,pos 3,0.354973045,0.146112721,0.501085766,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,50,44126.42857,28779.625,74506.5,67129,50663.42857,18622.95357,11:00:12,pos 3,0.354973045,0.146112721,0.501085766,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,25,23769.53214,15462.23571,39956.89286,36018.32143,27299.45714,10040.65714,11:00:12,pos 3,0.354973045,0.146112721,0.501085766,0.016224475,0.051639241,0.061055437
Leaf: 12,b'AS7262',16,100,12.5,12338.31429,8012.410714,20584.09643,18569.20714,14134.99643,5189.946429,11:00:13,pos 3,0.354973045,0.146112721,0.501085766,0.016224475,0.051639241,0.061055437
Leaf: 13,b'AS7262',16,100,12.5,4583.935714,5581.875,8332.6,8567.753571,5314.842857,2213.771071,10:15:03,pos 1,0.314741694,0.097854126,0.41259582,0.021683268,0.013820013,0.034455038
Leaf: 13,b'AS7262',16,100,25,8903.667857,10904.43571,16312.89643,16752.95714,10348.83571,4357.596429,10:15:03,pos 1,0.314741694,0.097854126,0.41259582,0.021683268,0.013820013,0.034455038
Leaf: 13,b'AS7262',16,100,50,16649.24286,20547.45714,30721.76429,31527.675,19400.07143,8138.146429,10:15:03,pos 1,0.314741694,0.097854126,0.41259582,0.021683268,0.013820013,0.034455038
Leaf: 13,b'AS7262',16,100,100,23474.50714,28898.29286,43377.03571,44551.60714,27367.00357,11453.55357,10:15:03,pos 1,0.314741694,0.097854126,0.41259582,0.021683268,0.013820013,0.034455038
Leaf: 13,b'AS7262',16,100,100,23606.60714,28753.25357,43159.32143,44358.64286,27278.12857,11411.58929,10:15:03,pos 1,0.314741694,0.097854126,0.41259582,0.021683268,0.013820013,0.034455038
Leaf: 13,b'AS7262',16,100,50,16530.35,19918.94643,29898.4,30755.67857,18952.12857,7921.314286,10:15:03,pos 1,0.314741694,0.097854126,0.41259582,0.021683268,0.013820013,0.034455038
Leaf: 13,b'AS7262',16,100,25,8868.439286,10627.53929,15921.00357,16384.19286,10135.53214,4217.707143,10:15:03,pos 1,0.314741694,0.097854126,0.41259582,0.021683268,0.013820013,0.034455038
Leaf: 13,b'AS7262',16,100,12.5,4592.742857,5498.367857,8190.092857,8429.896429,5233.078571,2157.814643,10:15:03,pos 1,0.314741694,0.097854126,0.41259582,0.021683268,0.013820013,0.034455038
Leaf: 13,b'AS7262',16,100,12.5,4632.371429,5603.85,8340.517857,8567.753571,5321.953571,2248.743929,10:15:20,pos 2,0.314741694,0.097854126,0.41259582,0.021683268,0.013820013,0.034455038
Leaf: 13,b'AS7262',16,100,25,8987.332143,10939.59643,16320.81429,16746.06429,10359.50357,4403.060714,10:15:20,pos 2,0.314741694,0.097854126,0.41259582,0.021683268,0.013820013,0.034455038
Leaf: 13,b'AS7262',16,100,50,16807.76429,20613.38571,30753.42857,31527.675,19424.95357,8225.575,10:15:20,pos 2,0.314741694,0.097854126,0.41259582,0.021683268,0.013820013,0.034455038
Leaf: 13,b'AS7262',16,100,100,23725.5,29052.125,43491.82143,44620.53571,27452.325,11589.95,10:15:20,pos 2,0.314741694,0.097854126,0.41259582,0.021683268,0.013820013,0.034455038
Leaf: 13,b'AS7262',16,100,100,23848.79286,28885.11071,43214.71429,44396.53571,27338.56429,11544.48214,10:15:20,pos 2,0.314741694,0.097854126,0.41259582,0.021683268,0.013820013,0.034455038
Leaf: 13,b'AS7262',16,100,50,16684.46786,19989.27143,29918.18929,30759.12857,18984.125,8008.746429,10:15:20,pos 2,0.314741694,0.097854126,0.41259582,0.021683268,0.013820013,0.034455038
Leaf: 13,b'AS7262',16,100,25,8952.103571,10671.49286,15940.79643,16397.975,10156.86429,4266.667857,10:15:21,pos 2,0.314741694,0.097854126,0.41259582,0.021683268,0.013820013,0.034455038
Leaf: 13,b'AS7262',16,100,12.5,4636.775,5524.739286,8194.053571,8433.342857,5243.742857,2185.792857,10:15:21,pos 2,0.314741694,0.097854126,0.41259582,0.021683268,0.013820013,0.034455038
Leaf: 13,b'AS7262',16,100,12.5,4658.792857,5617.039286,8340.517857,8567.753571,5325.510714,2252.241071,10:15:32,pos 3,0.314741694,0.097854126,0.41259582,0.021683268,0.013820013,0.034455038
Leaf: 13,b'AS7262',16,100,25,9035.767857,10965.97143,16312.89643,16735.72143,10363.05714,4406.557143,10:15:32,pos 3,0.314741694,0.097854126,0.41259582,0.021683268,0.013820013,0.034455038
Leaf: 13,b'AS7262',16,100,50,16891.425,20639.75714,30698.01071,31489.76786,19417.84286,8222.078571,10:15:32,pos 3,0.314741694,0.097854126,0.41259582,0.021683268,0.013820013,0.034455038
Leaf: 13,b'AS7262',16,100,100,23853.19643,29087.28929,43408.67857,44565.39286,27455.87857,11614.42857,10:15:32,pos 3,0.314741694,0.097854126,0.41259582,0.021683268,0.013820013,0.034455038
Leaf: 13,b'AS7262',16,100,100,23994.10357,28968.61786,43214.71429,44393.07143,27363.45,11575.96071,10:15:32,pos 3,0.314741694,0.097854126,0.41259582,0.021683268,0.013820013,0.034455038
Leaf: 13,b'AS7262',16,100,50,16772.53571,20050.80357,29918.18929,30752.23214,18998.34643,8026.232143,10:15:32,pos 3,0.314741694,0.097854126,0.41259582,0.021683268,0.013820013,0.034455038
Leaf: 13,b'AS7262',16,100,25,9000.542857,10706.65357,15932.88214,16384.19286,10160.41786,4277.160714,10:15:32,pos 3,0.314741694,0.097854126,0.41259582,0.021683268,0.013820013,0.034455038
Leaf: 13,b'AS7262',16,100,12.5,4663.196429,5537.925,8194.053571,8433.342857,5247.296429,2192.787143,10:15:33,pos 3,0.314741694,0.097854126,0.41259582,0.021683268,0.013820013,0.034455038
Leaf: 14,b'AS7262',16,100,12.5,5332.514286,3045.858214,7026.303571,6658.446429,6182.282143,2783.826071,10:17:00,pos 1,0.294213477,0.094143423,0.388356901,0.037687264,0.014335939,0.051963492
Leaf: 14,b'AS7262',16,100,25,10330.36786,5990.628571,13771.55,13034.28929,12044.61071,5452.242857,10:17:00,pos 1,0.294213477,0.094143423,0.388356901,0.037687264,0.014335939,0.051963492
Leaf: 14,b'AS7262',16,100,50,19304.48929,11317.58214,25971.58571,24562.5,22588.975,10177.05357,10:17:00,pos 1,0.294213477,0.094143423,0.388356901,0.037687264,0.014335939,0.051963492
Leaf: 14,b'AS7262',16,100,100,27552.05,16134.69643,37174.07143,35194.64643,32326.33929,14527.65357,10:17:00,pos 1,0.294213477,0.094143423,0.388356901,0.037687264,0.014335939,0.051963492
Leaf: 14,b'AS7262',16,100,100,27719.37857,16038.00357,36976.14286,35036.11071,32230.35357,14475.19286,10:17:00,pos 1,0.294213477,0.094143423,0.388356901,0.037687264,0.014335939,0.051963492
Leaf: 14,b'AS7262',16,100,50,19176.79286,10957.17857,25306.56429,23990.39643,22126.81429,9921.75,10:17:01,pos 1,0.294213477,0.094143423,0.388356901,0.037687264,0.014335939,0.051963492
Leaf: 14,b'AS7262',16,100,25,10303.94643,5841.192857,13482.58214,12782.70357,11838.41429,5287.871429,10:17:01,pos 1,0.294213477,0.094143423,0.388356901,0.037687264,0.014335939,0.051963492
Leaf: 14,b'AS7262',16,100,12.5,5341.317857,3019.487143,6943.175,6582.625,6118.292857,2713.880357,10:17:01,pos 1,0.294213477,0.094143423,0.388356901,0.037687264,0.014335939,0.051963492
Leaf: 14,b'AS7262',16,100,12.5,5746.432143,3124.971429,8035.714286,7640.671429,7682.528571,2451.585357,10:17:16,pos 2,0.294213477,0.094143423,0.388356901,0.037687264,0.014335939,0.051963492
Leaf: 14,b'AS7262',16,100,25,11136.18929,6140.064286,15711.20357,14940.15,14956.22143,4819.235714,10:17:16,pos 2,0.294213477,0.094143423,0.388356901,0.037687264,0.014335939,0.051963492
Leaf: 14,b'AS7262',16,100,50,20779.625,11585.68929,29561.92857,28115.73929,28017.58214,9029.946429,10:17:16,pos 2,0.294213477,0.094143423,0.388356901,0.037687264,0.014335939,0.051963492
