Leaf number,index,sensor type,gain,integration time,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm,560 nm,585 nm,610 nm,645 nm,680 nm,705 nm,730 nm,760 nm,810 nm,860 nm,900 nm,940 nm,position,LED,Chlorophyll a (ug/ml),Chlorophyll b (ug/ml),Total Chlorophyll (ug/ml),Chlorophyll a (ug/ml) stdev,Chlorophyll b (ug/ml) stdev,Total Chlorophyll (ug/ml) stdev
55,10,b'AS7265X',64,200,22.00680357,18.00635714,21.72705357,35.25776786,21.16894643,23.04557143,20.86244643,14.21726607,15.94188929,16.18865179,6.620991071,4.494885714,717.4919643,75.69271429,55.83551786,24.431375,23.33832143,34.01860714,3,390 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,11,b'AS7265X',64,250,20.80644286,25.92915714,21.10627143,34.08251429,19.54057143,21.78854286,20.86245714,13.64857571,15.20611429,15.8289,6.053477143,3.595908571,717.4918571,75.3563,54.87834286,24.43137143,23.06375714,33.78398571,3,390 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,12,b'AS7265X',64,150,18.67244762,19.20678095,33.10788095,37.21654762,19.54056667,19.55382143,17.88210238,14.21726667,17.98572143,14.38991429,6.305704762,3.995454762,1687.434524,186.1480238,125.4969762,30.53921429,29.28730952,46.92221429,3,395 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,13,b'AS7265X',64,200,20.00619643,10.80381429,31.03864286,35.25776786,19.54057143,20.95051786,18.62719643,14.21726607,17.7813375,14.38991429,6.620991071,4.494885714,1682.451964,185.0266071,124.4334464,30.53921429,28.82969643,46.92221429,3,395 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,14,b'AS7265X',64,250,19.20594286,20.16711429,31.03862857,35.25777143,20.84327143,20.1125,18.47817143,14.21726571,17.65871429,14.38991429,6.810161429,4.794545714,1678.134286,184.3538571,144.2151429,30.53921429,28.55512857,46.92221429,3,395 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,15,b'AS7265X',64,150,18.67244762,74.42628571,26.90014286,37.21654762,23.88292857,44.69445238,20.86245238,15.16508333,14.71559048,16.78823333,6.305704762,3.995454762,983.2295238,91.95264286,46.79547619,20.35948095,14.64365238,18.76888333,3,400 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,16,b'AS7265X',64,200,18.00557143,73.82607143,26.38283929,36.72683929,24.42571429,43.99608929,20.86244643,15.63899286,14.71558929,16.78823214,6.620991071,4.494885714,978.2469643,92.51332143,31.90601786,19.8505,15.10126786,18.768875,3,400 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,17,b'AS7265X',64,250,19.20594286,72.02542857,27.314,36.43302857,24.75138571,41.90104286,20.86245714,15.35464286,14.71558571,16.78822857,6.810161429,4.794545714,979.2435714,92.84972857,31.90601429,19.5451,15.37584286,18.76888571,3,400 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,18,b'AS7265X',64,150,16.00495476,72.02542857,20.69242381,48.96911905,19.54056667,25.14061905,11.92140238,8.530359524,7.357795238,7.194957143,6.305704762,3.995454762,336.6011905,58.31142857,40.41428571,12.2156881,10.98274048,15.64073571,3,405 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,19,b'AS7265X',64,200,16.00495357,73.82607143,20.17510714,44.07221429,19.54057143,23.04557143,11.92140179,9.241223214,7.357794643,7.194957143,5.675135714,2.996591071,333.8330357,58.872125,23.9295,12.2156875,10.98273929,15.24971786,3,405 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,20,b'AS7265X',64,250,16.00495714,61.94187143,21.10627143,44.65984286,19.54057143,23.46458571,11.92140143,8.53036,6.867275714,7.194957143,6.053477143,3.595908571,329.5147143,59.20852857,22.97232857,12.21568857,10.98274,15.0151,3,405 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,21,b'AS7265X',64,150,32.00990476,21.60762857,37.24635714,39.17530952,36.90995238,25.14061905,216.5721429,66.3472381,35.15390476,85.54004762,11.35026905,7.990909524,1488.13119,201.8472381,48.92254762,36.64707143,43.93095238,23.46110238,3,410 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,22,b'AS7265X',64,200,32.00991071,5.401907143,37.24635714,36.72683929,37.45275,23.04557143,214.5851786,66.11028571,34.94953571,80.34367857,11.35026964,7.491476786,1481.487857,203.5292857,49.45432143,35.12010714,43.93096429,23.46110714,3,410 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,23,b'AS7265X',64,250,32.00991429,1.440508571,36.00481429,36.43302857,36.47572857,23.46458571,213.9891429,65.96811429,34.8269,77.22587143,11.35027,7.191818571,1478.83,204.5385714,49.77337143,35.4255,43.93095714,23.4611,3,410 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,24,b'AS7265X',64,150,24.00742857,21.60762857,22.76166429,29.38147619,32.56761905,30.72742857,59.607,23.69544286,11.44545952,42.37030952,6.305704762,3.995454762,270.1666667,33.64121429,42.54135714,14.25163571,18.30456667,15.64073571,3,425 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,25,b'AS7265X',64,200,24.00742857,1.800635714,21.72705357,29.38148214,34.196,29.33073214,59.607,23.45848214,12.26299107,41.97058929,6.620991071,4.494885714,272.38125,35.32326786,23.9295,13.74264821,17.84695179,15.24971786,3,425 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,26,b'AS7265X',64,250,24.00742857,1.440508571,22.34781429,29.38147143,33.87031429,30.16875714,59.01092857,23.31631429,12.26299143,41.73075714,6.810161429,3.595908571,272.3811429,34.98685714,22.97232857,14.65882857,17.57238571,15.0151,3,425 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,27,b'AS7265X',64,150,21.3399381,9.603390476,18.62318095,19.58765,15.19821905,16.76041667,33.77730952,18.0085381,8.992859524,7.994395238,6.305704762,3.995454762,44.28961905,58.31142857,46.79547619,52.93464286,29.28730952,21.89703095,3,455 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,28,b'AS7265X',64,200,20.00619643,9.003178571,18.62317857,19.09796429,16.28380714,16.76041786,33.52894643,18.48244643,6.131496429,7.7945375,6.620991071,4.494885714,44.84325,57.19005357,46.26371429,51.91667857,28.82969643,22.28805357,3,455 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,29,b'AS7265X',64,250,20.80644286,8.643051429,17.38164286,19.9794,16.93515714,16.76041429,33.37992857,18.1981,8.829354286,7.67462,6.053477143,3.595908571,43.84672857,56.51722857,45.94465714,52.52745714,28.55512857,21.58421429,3,455 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,30,b'AS7265X',64,150,18.67244762,0,55.86954762,37.21654762,19.54056667,19.55382143,14.90175238,14.21726667,18.80325476,13.59047381,8.827988095,15.98181667,42.07514286,188.3907619,1061.406667,2176.428333,175.7238571,34.40961905,3,465 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,31,b'AS7265X',64,200,20.00619643,18.00635714,55.86953571,38.19592857,21.16894643,20.95051786,15.64683929,14.21726607,17.1681875,13.19075357,8.512701786,14.98295357,39.86066071,188.3907143,1121.49625,2180.5,178.4695179,35.19166071,3,465 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,32,b'AS7265X',64,250,19.20594286,17.2861,53.38644286,37.6083,22.14597143,20.1125,15.49782857,14.21726571,19.62078571,13.43058571,8.323531429,14.38364286,38.53197143,187.0451429,1046.517143,2182.942857,177.9204286,34.72242857,3,465 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,33,b'AS7265X',64,150,18.67244762,31.21102381,115.8775714,82.26814286,26.05409524,22.34722381,16.88865238,12.32163095,8.992859524,17.58767143,8.827988095,11.98636429,39.86066667,1538.524524,27856.07143,781.8040476,481.41,190.8169762,3,470 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,34,b'AS7265X',64,200,20.00619643,34.21207143,110.1871429,76.39183929,26.05408929,23.04557143,17.13701429,12.08467679,9.197242857,16.18865179,9.458558929,10.48806786,38.19980357,1537.403036,27727.91071,780.2769643,484.6133929,190.035,3,470 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,35,b'AS7265X',64,250,19.20594286,31.69118571,99.32362857,71.6908,24.75138571,21.78854286,17.28602857,11.94250429,9.319872857,15.8289,9.080215714,10.78772714,39.86065714,1536.73,27686.75714,781.804,484.3388571,189.5657143,3,470 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,36,b'AS7265X',64,150,53.34985714,40.81440476,144.8469524,90.10319048,56.45052381,27.93402381,232.4673333,212.3111667,85.84095238,218.2470238,34.05080952,25.97045238,28.7882619,74.01066667,625.3578571,3746.145238,461.275,71.94738095,3,475 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,37,b'AS7265X',64,200,52.01610714,43.21525,136.57,82.26814286,60.25008929,27.23567857,229.4869643,208.99375,86.45408929,187.6683929,34.99666071,25.47101786,28.23464286,74.01066071,626.9530357,3741.053571,461.2751786,71.55635714,3,475 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,38,b'AS7265X',64,250,51.21585714,18.72661429,132.8453429,82.26814286,58.6217,28.49271429,228.8908571,208.1407143,84.8599,182.2722857,34.05081429,25.17135714,27.90245714,74.01065714,621.5291429,3739.221429,461.275,72.2602,3,475 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,39,b'AS7265X',64,150,26.67492857,36.01271429,208.9934524,97.9382619,34.73878571,25.14061905,25.82971429,30.33016667,58.04483333,38.37309524,18.91711667,67.92271429,234.7350238,1049.605714,5847.307143,11877.72143,1147.69619,117.3055238,3,480 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,40,b'AS7265X',64,200,26.00805357,34.21207143,187.78375,89.6135,34.196,23.04557143,26.07807143,29.85626786,57.02291071,35.97478571,18.91710714,64.42669643,225.8771429,1046.241607,5829.228571,11870.59464,1149.069107,116.1324643,3,480 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,41,b'AS7265X',64,250,25.60792857,36.01271429,187.4732857,90.49495714,33.87031429,25.14062857,25.63101429,30.1406,57.3908,35.97478571,18.91711429,64.72635714,228.5344286,1046.914286,5840.077143,11876.09143,1148.794571,115.4286429,3,480 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,42,b'AS7265X',64,150,24.00742857,16.80593333,95.18514286,47.01035714,23.88292857,19.55382143,91.39742857,27.48671429,14.71559048,15.98879286,17.65597381,39.95454762,372.0328571,1217.811667,727.4571429,3096.67619,16721.22143,5245.902381,3,505 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,43,b'AS7265X',64,200,24.00742857,18.00635714,88.46010714,45.54128571,22.79732143,20.95051786,91.64578571,27.72366071,14.71558929,14.98949286,17.02540357,38.95567857,368.7110714,1209.40125,732.2430357,3076.826786,16623.74821,5235.344643,3,505 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,44,b'AS7265X',64,250,24.00742857,18.72661429,89.39127143,45.8351,23.44868571,20.1125,91.7948,27.86584286,14.71558571,15.34924286,17.40374286,39.555,368.0468571,1209.737714,735.1144286,3067.358571,16593.81429,5243.087143,3,505 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,45,b'AS7265X',64,150,34.67740476,45.61609524,64.14652381,78.35059524,32.56761905,30.72742857,267.2380952,53.07778571,10.62792619,19.98599048,13.87255238,9.988635714,15.50136905,31.39845238,29.77895238,87.5457619,913.3978571,1521.843571,3,525 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,46,b'AS7265X',64,200,36.01114286,82.82925,69.83692857,94.02073214,32.56760714,31.42578571,269.7217857,54.02560714,11.03669286,19.786125,14.1878375,10.48806786,14.94774821,31.95914286,28.71541071,88.56373214,919.8044643,1530.836964,3,525 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,47,b'AS7265X',64,250,35.2109,79.22797143,68.285,83.4434,33.87031429,30.16875714,270.6158571,54.02561429,11.28195286,20.14588571,14.37701429,10.78772714,15.94427143,32.29555714,29.35352857,90.39608571,922.5501429,1536.232857,3,525 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,48,b'AS7265X',64,150,410.7938095,26.40933333,51.73104762,39.17530952,43.42347619,50.2812619,17.88210238,50.23433333,3729.585714,15.18935476,45.40107143,43.95,26.57378571,24.67021429,23.39774048,40.71895238,27.45685714,15.64073571,3,630 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,49,b'AS7265X',64,200,406.1257143,0,48.10989286,36.72683929,42.33789286,52.37630357,17.88210714,50.47130357,3800.914286,14.38991429,45.40107143,43.45057143,26.57376786,25.23091071,23.9295,41.22794643,27.45685714,16.42277321,3,630 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,50,b'AS7265X',64,250,403.3248571,27.36965714,47.17871429,35.25777143,42.98925714,51.9573,17.8821,50.04477143,3796.621429,14.38991429,46.15775714,43.15091429,25.24508571,24.22167143,24.24857143,40.31177143,27.45685714,15.95355714,3,630 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,51,b'AS7265X',64,150,45.34738095,84.02966667,39.31559524,156.7012143,1739.110476,46694.52381,33.77730952,70.13852381,16.35065476,44.76861905,1486.885238,199.7727143,44.28961905,47.09769048,57.43083333,40.71895238,65.89642857,48.48628571,3,890 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,52,b'AS7265X',64,200,46.01425,77.42733929,38.79828571,155.7218393,1732.596786,46461.98214,33.52894643,69.66460714,16.55503929,44.96848214,1489.722857,202.2698214,43.18239286,47.09769643,57.43082143,39.70098214,65.89644643,48.09526786,3,890 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,53,b'AS7265X',64,250,46.41437143,105.1571286,38.48791429,155.1341429,1727.385714,46324.11429,33.37992857,69.38025714,16.18714286,45.0884,1490.668571,202.5695714,43.84672857,47.0977,57.43081429,40.31177143,65.89644286,48.7991,3,890 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,54,b'AS7265X',64,150,42.67988095,84.02966667,177.9548333,268.3507143,54.27935714,128.4965238,29.8035,71.08633333,22.07338571,25.58207143,682.277381,4882.445238,210.3757143,500.132619,678.5345238,144.5523095,228.8070952,215.8421667,3,940 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,55,b'AS7265X',64,200,44.013625,81.02860714,178.4721429,268.8405357,55.36494643,129.8932321,29.8035,71.79719643,22.07339286,25.78192857,676.2867857,4851.480357,207.6076786,499.5719643,679.5980357,143.5343393,227.8917857,215.8421429,3,940 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,56,b'AS7265X',64,250,43.21337143,82.10898571,177.541,266.7838571,54.71358571,129.0552286,29.20742857,71.08632857,22.07338571,25.90184286,673.4492857,4831.702857,208.6041429,499.2354286,678.9598571,142.9235714,228.441,215.8421429,3,940 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,57,b'AS7265X',64,150,1272.39381,256.8907143,306.2478571,172.3713333,99.874,55.86804762,676.5395238,586.6990476,184.7624048,110.3226667,30.26738095,27.96819048,73.07788095,394.7235714,1486.82,333.8954762,668.1166667,1485.87,3,White LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,58,b'AS7265X',64,200,1272.39375,259.2916071,308.8344643,173.3507321,99.33121429,56.56641071,675.7944643,586.4623214,184.5580357,110.92225,30.26739286,28.46760714,74.73873214,395.2841071,1485.224821,334.4044643,667.2014286,1483.914821,3,White LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,59,b'AS7265X',64,250,1270.793429,246.327,311.6278571,175.1135714,99.00554286,55.30937143,675.3472857,585.1827143,183.9448571,111.282,30.26738571,28.76727143,74.40657143,394.275,1485.544286,334.7098571,667.7505714,1482.741429,3,White LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,60,b'AS7265X',64,150,26.67492857,24.00847619,31.03864286,48.96911905,395.1538095,1027.972143,24.8362619,36.96488095,30.24871429,15.18935476,335.4635714,163.813619,33.21721429,42.61219048,38.28721429,24.43138095,27.45685714,21.89703095,3,IR LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,61,b'AS7265X',64,200,28.00867857,45.01589286,31.03864286,48.47944643,392.4396429,1024.480536,24.58789286,36.96489286,30.04433929,15.58907321,335.77875,164.8125,33.21721429,42.05151786,38.28721429,24.431375,27.45685714,22.28805357,3,IR LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,62,b'AS7265X',64,250,28.80891429,24.48864286,31.03862857,49.36088571,392.114,1022.385429,25.03494286,36.96488571,30.41221429,15.34924286,335.968,164.2131429,33.21721429,41.7151,38.28721429,24.43137143,27.45685714,22.52265714,3,IR LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,63,b'AS7265X',64,150,21.3399381,0,24.83090476,23.50518095,17.36939286,16.76041667,23.84280952,22.74762619,19.62078571,12.79103333,8.827988095,7.990909524,3744.688095,614.512619,102.0992381,46.82680952,36.60914286,34.40961905,3,UV (405 nm) LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,64,b'AS7265X',64,200,20.00619643,0,24.83091071,22.03610714,16.28380714,16.76041786,24.58789286,22.747625,19.62078571,13.19075357,7.566846429,7.491476786,3748.5625,618.9982143,102.0992321,45.80883929,35.69391071,34.01860714,3,UV (405 nm) LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,65,b'AS7265X',64,250,20.80644286,15.8456,24.83091429,22.32992857,18.23785714,16.76041429,24.43887143,23.31631429,20.11131429,12.95092143,8.323531429,7.191818571,3757.531429,620.3438571,103.3754714,46.41961429,36.24304286,33.78398571,3,UV (405 nm) LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,66,b'AS7265X',64,150,21.3399381,57.62033333,26.90014286,56.80419048,19.54056667,19.55382143,23.84280952,16.11290238,13.08052381,22.38430952,6.305704762,3.995454762,797.2130952,103.1663571,108.4804524,28.5032619,36.60914286,59.43478571,3,390 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,67,b'AS7265X',64,200,22.00680357,63.02225,26.38283929,55.82480357,19.54057143,20.95051786,23.84280357,16.34985536,15.94188929,22.18444643,6.620991071,4.494885714,798.8741071,104.28775,106.8851429,29.01225,37.06675,59.82582143,3,390 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,68,b'AS7265X',64,250,22.40694286,48.97728571,24.83091429,52.88665714,19.54057143,20.1125,23.8428,16.49202857,15.69662857,22.06452857,6.810161429,3.595908571,798.5418571,103.6149143,108.4804286,29.31765714,36.24304286,60.06042857,3,390 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,69,b'AS7265X',64,150,21.3399381,26.40933333,37.24635714,45.05159524,19.54056667,19.55382143,19.86900238,17.06071905,13.08052381,17.58767143,6.305704762,5.993180952,1390.694048,237.7311905,268.0104762,34.61111905,40.27004762,101.6647857,3,395 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,70,b'AS7265X',64,200,22.00680357,7.202542857,35.69442857,44.07221429,19.54057143,18.85546429,20.11735714,17.06071964,15.94188929,17.3878125,7.566846429,4.494885714,1381.83625,237.1705357,266.4151786,35.12010714,41.18526786,102.0558036,3,395 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,71,b'AS7265X',64,250,22.40694286,25.92915714,34.76327143,43.48458571,19.54057143,18.43645714,19.67031429,16.49202857,16.18714286,17.2679,6.810161429,4.794545714,1377.850143,236.8341429,264.1817143,34.20392857,40.63614286,101.3519714,3,395 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,72,b'AS7265X',64,150,21.3399381,103.2364524,26.90014286,41.13407143,26.05409524,61.45485714,24.8362619,18.95635476,13.08052381,24.78261905,7.566847619,3.995454762,717.4919048,89.70988095,36.16014286,18.32353095,18.30456667,21.89703095,3,400 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,73,b'AS7265X',64,200,22.00680357,115.2406786,27.93476786,42.60314286,27.68246429,58.66146429,25.33298214,19.19330357,12.87614107,24.58276786,7.566846429,4.494885714,717.4919643,90.83126786,35.09660714,19.8505,17.84695179,21.115,3,400 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,74,b'AS7265X',64,250,22.40694286,100.8356,27.314,39.95881429,27.3568,56.98541429,25.63101429,18.76678571,12.75351143,24.94251429,7.566847143,4.794545714,716.1631429,90.15842857,56.15457143,19.5451,17.57238571,21.58421429,3,400 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,75,b'AS7265X',64,150,18.67244762,144.0508571,24.83090476,62.6805,21.71174286,27.93402381,13.90830238,11.3738119,8.175328571,9.59327619,6.305704762,3.995454762,332.1721429,67.28240476,27.65188095,14.25163571,14.64365238,17.20480952,3,405 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,76,b'AS7265X',64,200,18.00557143,151.2534107,24.83091071,57.293875,21.16894643,27.23567857,13.41157679,11.3738125,4.905196429,9.593275,6.620991071,4.494885714,328.8503571,67.28241071,27.12010714,15.26961071,13.728425,17.59582679,3,405 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,77,b'AS7265X',64,250,19.20594286,146.9318571,24.83091429,56.41242857,20.84327143,26.81667143,13.70961143,10.80512286,7.848314286,9.593275714,6.810161429,3.595908571,325.5287143,68.62805714,40.8397,14.65882857,14.27756143,17.83044286,3,405 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,78,b'AS7265X',64,150,37.34490476,21.60762857,37.24635714,35.2577619,36.90995238,22.34722381,241.4083333,72.03414286,29.43119048,90.33669048,12.6114119,7.990909524,1244.538333,195.1190238,63.81202381,32.57516667,45.76142857,23.46110238,3,410 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,79,b'AS7265X',64,200,38.01176786,21.607625,35.69442857,33.78869643,37.45275,23.04557143,239.9182143,71.08633929,26.36542857,85.73991071,12.296125,7.491476786,1239.002143,196.8010714,49.45432143,32.06617857,45.30380357,24.63416071,3,410 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
55,80,b'AS7265X',64,250,36.8114,21.60762857,34.76327143,34.08251429,36.47572857,23.46458571,239.0241429,70.51764286,28.94065714,82.98184286,12.10695429,7.191818571,1234.351857,196.4645714,49.77337143,32.98235714,46.12751429,24.39954286,3,410 nm LED,0.297936757,0.086565405,0.384502162,0.01237267,0.022903482,0.033479001
