Leaf number,spectrometer,gain,LED current,450 nm,500 nm,550 nm,570 nm,600 nm,650 nm,time,position,Chlorophyll a (ug/ml),Chlorophyll b (ug/ml),Total Chlorophyll (ug/ml),position stdev,vial number stdev,Absorbance (647) stdev,Absorbance (664) stdev,Chlorophyll a (ug/ml) stdev,Chlorophyll b (ug/ml) stdev,Total Chlorophyll (ug/ml) stdev
Leaf: 1,b'AS7262',16,0,0.02215145,0.015334175,0.031856696,0.030313958,0.026002038,0.018214445,10:19:56,pos 3,0.287778234,0.092409802,0.380188036,1.58113883,1.58113883,0.007522832,0.013761795,0.028015958,0.021207398,0.043210209
Leaf: 1,b'AS7262',16,1,0.042895342,0.029845541,0.062194665,0.059185146,0.050617711,0.035835222,10:19:56,pos 3,0.287778234,0.092409802,0.380188036,1.58113883,1.58113883,0.007522832,0.013761795,0.028015958,0.021207398,0.043210209
Leaf: 1,b'AS7262',16,2,0.062671542,0.043783427,0.091947083,0.087429035,0.074632618,0.052943303,10:19:56,pos 3,0.287778234,0.092409802,0.380188036,1.58113883,1.58113883,0.007522832,0.013761795,0.028015958,0.021207398,0.043210209
Leaf: 1,b'AS7262',16,3,0.070237171,0.049019477,0.105194782,0.100006273,0.085276819,0.060552911,10:19:56,pos 3,0.287778234,0.092409802,0.380188036,1.58113883,1.58113883,0.007522832,0.013761795,0.028015958,0.021207398,0.043210209
Leaf: 1,b'AS7262',16,3,0.074037574,0.051587661,0.108506711,0.103095686,0.087910909,0.062468782,10:19:56,pos 3,0.287778234,0.092409802,0.380188036,1.58113883,1.58113883,0.007522832,0.013761795,0.028015958,0.021207398,0.043210209
Leaf: 1,b'AS7262',16,2,0.067703565,0.047049728,0.098223265,0.093341275,0.079638931,0.056613177,10:19:56,pos 3,0.287778234,0.092409802,0.380188036,1.58113883,1.58113883,0.007522832,0.013761795,0.028015958,0.021207398,0.043210209
Leaf: 1,b'AS7262',16,1,0.042983318,0.029646076,0.061755498,0.058730354,0.050263414,0.035727283,10:19:56,pos 3,0.287778234,0.092409802,0.380188036,1.58113883,1.58113883,0.007522832,0.013761795,0.028015958,0.021207398,0.043210209
Leaf: 1,b'AS7262',16,0,0.022274616,0.015259373,0.03165542,0.030125768,0.025909606,0.018376351,10:19:56,pos 3,0.287778234,0.092409802,0.380188036,1.58113883,1.58113883,0.007522832,0.013761795,0.028015958,0.021207398,0.043210209
Leaf: 2,b'AS7262',16,0,0.02940038,0.02458455,0.047355039,0.046043339,0.037632098,0.027254206,10:21:42,pos 1,0.193169982,0.059151928,0.25232191,1.58113883,1.58113883,0.004070872,0.005269915,0.010489321,0.013620128,0.020306901
Leaf: 2,b'AS7262',16,1,0.056777399,0.048121874,0.092532617,0.089906832,0.073169236,0.053024264,10:21:42,pos 1,0.193169982,0.059151928,0.25232191,1.58113883,1.58113883,0.004070872,0.005269915,0.010489321,0.013620128,0.020306901
Leaf: 2,b'AS7262',16,2,0.100182973,0.085622025,0.165248602,0.160508746,0.130256642,0.094229379,10:21:43,pos 1,0.193169982,0.059151928,0.25232191,1.58113883,1.58113883,0.004070872,0.005269915,0.010489321,0.013620128,0.020306901
Leaf: 2,b'AS7262',16,3,0.113255665,0.096393352,0.185486076,0.180190042,0.146215245,0.105805673,10:21:43,pos 1,0.193169982,0.059151928,0.25232191,1.58113883,1.58113883,0.004070872,0.005269915,0.010489321,0.013620128,0.020306901
Leaf: 2,b'AS7262',16,3,0.113026942,0.095745076,0.184991968,0.179750933,0.145891757,0.105562817,10:21:43,pos 1,0.193169982,0.059151928,0.25232191,1.58113883,1.58113883,0.004070872,0.005269915,0.010489321,0.013620128,0.020306901
Leaf: 2,b'AS7262',16,2,0.100464496,0.084724423,0.163656659,0.159018912,0.129147541,0.093473833,10:21:43,pos 1,0.193169982,0.059151928,0.25232191,1.58113883,1.58113883,0.004070872,0.005269915,0.010489321,0.013620128,0.020306901
Leaf: 2,b'AS7262',16,1,0.056671828,0.04714947,0.09101389,0.088526791,0.072152566,0.052268718,10:21:43,pos 1,0.193169982,0.059151928,0.25232191,1.58113883,1.58113883,0.004070872,0.005269915,0.010489321,0.013620128,0.020306901
Leaf: 2,b'AS7262',16,0,0.029417975,0.024285343,0.046678013,0.045447421,0.037169971,0.026903411,10:21:43,pos 1,0.193169982,0.059151928,0.25232191,1.58113883,1.58113883,0.004070872,0.005269915,0.010489321,0.013620128,0.020306901
Leaf: 2,b'AS7262',16,0,0.024333167,0.014536297,0.03244223,0.031160811,0.030315168,0.020858913,10:21:57,pos 2,0.193169982,0.059151928,0.25232191,1.58113883,1.58113883,0.004070872,0.005269915,0.010489321,0.013620128,0.020306901
Leaf: 2,b'AS7262',16,1,0.045552115,0.027476842,0.063859775,0.061349309,0.059428819,0.041205115,10:21:57,pos 2,0.193169982,0.059151928,0.25232191,1.58113883,1.58113883,0.004070872,0.005269915,0.010489321,0.013620128,0.020306901
Leaf: 2,b'AS7262',16,2,0.074266311,0.045204642,0.099119875,0.095160424,0.09197757,0.063818006,10:21:57,pos 2,0.193169982,0.059151928,0.25232191,1.58113883,1.58113883,0.004070872,0.005269915,0.010489321,0.013620128,0.020306901
Leaf: 2,b'AS7262',16,3,0.080617915,0.048969615,0.112605449,0.108082677,0.104408641,0.07248,10:21:57,pos 2,0.193169982,0.059151928,0.25232191,1.58113883,1.58113883,0.004070872,0.005269915,0.010489321,0.013620128,0.020306901
Leaf: 2,b'AS7262',16,3,0.079579842,0.048171736,0.091416441,0.087821096,0.084984143,0.059041792,10:21:57,pos 2,0.193169982,0.059151928,0.25232191,1.58113883,1.58113883,0.004070872,0.005269915,0.010489321,0.013620128,0.020306901
Leaf: 2,b'AS7262',16,2,0.071257649,0.043035408,0.097967098,0.094078351,0.090976314,0.063197377,10:21:58,pos 2,0.193169982,0.059151928,0.25232191,1.58113883,1.58113883,0.004070872,0.005269915,0.010489321,0.013620128,0.020306901
Leaf: 2,b'AS7262',16,1,0.047469918,0.028399385,0.063438916,0.060988613,0.059120745,0.041097176,10:21:58,pos 2,0.193169982,0.059151928,0.25232191,1.58113883,1.58113883,0.004070872,0.005269915,0.010489321,0.013620128,0.020306901
Leaf: 2,b'AS7262',16,0,0.024649866,0.014611099,0.032497121,0.031286271,0.030438394,0.021128756,10:21:58,pos 2,0.193169982,0.059151928,0.25232191,1.58113883,1.58113883,0.004070872,0.005269915,0.010489321,0.013620128,0.020306901
Leaf: 2,b'AS7262',16,0,0.024913794,0.01530924,0.028398383,0.028400714,0.027372989,0.021263678,10:22:15,pos 3,0.193169982,0.059151928,0.25232191,1.58113883,1.58113883,0.004070872,0.005269915,0.010489321,0.013620128,0.020306901
Leaf: 2,b'AS7262',16,1,0.048156102,0.029895402,0.055515915,0.055515482,0.053313421,0.04174481,10:22:15,pos 3,0.193169982,0.059151928,0.25232191,1.58113883,1.58113883,0.004070872,0.005269915,0.010489321,0.013620128,0.020306901
Leaf: 2,b'AS7262',16,2,0.080406787,0.050390831,0.093099859,0.093011943,0.089050804,0.069781551,10:22:15,pos 3,0.193169982,0.059151928,0.25232191,1.58113883,1.58113883,0.004070872,0.005269915,0.010489321,0.013620128,0.020306901
Leaf: 2,b'AS7262',16,3,0.081884725,0.051039107,0.077345349,0.077235515,0.074139681,0.058124324,10:22:15,pos 3,0.193169982,0.059151928,0.25232191,1.58113883,1.58113883,0.004070872,0.005269915,0.010489321,0.013620128,0.020306901
Leaf: 2,b'AS7262',16,3,0.057058907,0.035231194,0.065305302,0.065238528,0.062709882,0.049165518,10:22:15,pos 3,0.193169982,0.059151928,0.25232191,1.58113883,1.58113883,0.004070872,0.005269915,0.010489321,0.013620128,0.020306901
Leaf: 2,b'AS7262',16,2,0.047153219,0.02902272,0.049752067,0.04969732,0.047875777,0.037535241,10:22:15,pos 3,0.193169982,0.059151928,0.25232191,1.58113883,1.58113883,0.004070872,0.005269915,0.010489321,0.013620128,0.020306901
Leaf: 2,b'AS7262',16,1,0.043845454,0.026953249,0.052606537,0.052551512,0.050586901,0.039667017,10:22:15,pos 3,0.193169982,0.059151928,0.25232191,1.58113883,1.58113883,0.004070872,0.005269915,0.010489321,0.013620128,0.020306901
Leaf: 2,b'AS7262',16,0,0.025142517,0.01530924,0.028343492,0.028306619,0.027372989,0.021398601,10:22:15,pos 3,0.193169982,0.059151928,0.25232191,1.58113883,1.58113883,0.004070872,0.005269915,0.010489321,0.013620128,0.020306901
Leaf: 3,b'AS7262',16,0,0.075849806,0.053756874,0.060566138,0.065473749,0.062247755,0.067460902,10:23:34,pos 1,0.821331279,0.220033225,1.041364505,1.58113883,1.58113883,0.012730397,0.028147149,0.057277764,0.025201131,0.082115168
Leaf: 3,b'AS7262',16,1,0.145911011,0.105843187,0.118241206,0.127889465,0.120783162,0.132169399,10:23:34,pos 1,0.821331279,0.220033225,1.041364505,1.58113883,1.58113883,0.012730397,0.028147149,0.057277764,0.025201131,0.082115168
Leaf: 3,b'AS7262',16,2,0.194454164,0.141498272,0.15578855,0.168193039,0.158707983,0.173779292,10:23:34,pos 1,0.821331279,0.220033225,1.041364505,1.58113883,1.58113883,0.012730397,0.028147149,0.057277764,0.025201131,0.082115168
Leaf: 3,b'AS7262',16,3,0.208547434,0.151272235,0.168560432,0.181836782,0.172248046,0.187757196,10:23:34,pos 1,0.821331279,0.220033225,1.041364505,1.58113883,1.58113883,0.012730397,0.028147149,0.057277764,0.025201131,0.082115168
Leaf: 3,b'AS7262',16,3,0.206611964,0.148504606,0.169329082,0.182918791,0.173418722,0.189079415,10:23:34,pos 1,0.821331279,0.220033225,1.041364505,1.58113883,1.58113883,0.012730397,0.028147149,0.057277764,0.025201131,0.082115168
Leaf: 3,b'AS7262',16,2,0.196794338,0.140849996,0.159905596,0.171737276,0.164700169,0.176153924,10:23:34,pos 1,0.821331279,0.220033225,1.041364505,1.58113883,1.58113883,0.012730397,0.028147149,0.057277764,0.025201131,0.082115168
Leaf: 3,b'AS7262',16,1,0.147388978,0.104446912,0.118369297,0.127371944,0.12224653,0.13103608,10:23:34,pos 1,0.821331279,0.220033225,1.041364505,1.58113883,1.58113883,0.012730397,0.028147149,0.057277764,0.025201131,0.082115168
Leaf: 3,b'AS7262',16,0,0.07662398,0.053557409,0.06062103,0.06537967,0.063048782,0.067649775,10:23:34,pos 1,0.821331279,0.220033225,1.041364505,1.58113883,1.58113883,0.012730397,0.028147149,0.057277764,0.025201131,0.082115168
Leaf: 3,b'AS7262',16,0,0.075110837,0.053906478,0.072496385,0.073079695,0.065513421,0.061524336,10:23:56,pos 2,0.821331279,0.220033225,1.041364505,1.58113883,1.58113883,0.012730397,0.028147149,0.057277764,0.025201131,0.082115168
Leaf: 3,b'AS7262',16,1,0.1449609,0.104795981,0.141863825,0.142740645,0.127514724,0.120431211,10:23:56,pos 2,0.821331279,0.220033225,1.041364505,1.58113883,1.58113883,0.012730397,0.028147149,0.057277764,0.025201131,0.082115168
Leaf: 3,b'AS7262',16,2,0.192993892,0.140101977,0.202649612,0.203666446,0.180997548,0.170541148,10:23:56,pos 2,0.821331279,0.220033225,1.041364505,1.58113883,1.58113883,0.012730397,0.028147149,0.057277764,0.025201131,0.082115168
Leaf: 3,b'AS7262',16,3,0.200489183,0.145362968,0.204515932,0.20578366,0.183431439,0.172942758,10:23:56,pos 2,0.821331279,0.220033225,1.041364505,1.58113883,1.58113883,0.012730397,0.028147149,0.057277764,0.025201131,0.082115168
Leaf: 3,b'AS7262',16,3,0.215620327,0.15590989,0.216684071,0.218251137,0.194876667,0.184033339,10:23:56,pos 2,0.821331279,0.220033225,1.041364505,1.58113883,1.58113883,0.012730397,0.028147149,0.057277764,0.025201131,0.082115168
Leaf: 3,b'AS7262',16,2,0.206700011,0.149003278,0.201496803,0.202803992,0.181151678,0.170568153,10:23:56,pos 2,0.821331279,0.220033225,1.041364505,1.58113883,1.58113883,0.012730397,0.028147149,0.057277764,0.025201131,0.082115168
Leaf: 3,b'AS7262',16,1,0.144784948,0.103673973,0.139905948,0.140999907,0.126220775,0.119001052,10:23:57,pos 2,0.821331279,0.220033225,1.041364505,1.58113883,1.58113883,0.012730397,0.028147149,0.057277764,0.025201131,0.082115168
Leaf: 3,b'AS7262',16,0,0.075181232,0.053382865,0.071892559,0.072499443,0.065143726,0.061335463,10:23:57,pos 2,0.821331279,0.220033225,1.041364505,1.58113883,1.58113883,0.012730397,0.028147149,0.057277764,0.025201131,0.082115168
Leaf: 3,b'AS7262',16,0,0.060595396,0.044057693,0.052094203,0.056033003,0.04624296,0.054778267,10:24:19,pos 3,0.821331279,0.220033225,1.041364505,1.58113883,1.58113883,0.012730397,0.028147149,0.057277764,0.025201131,0.082115168
Leaf: 3,b'AS7262',16,1,0.116528255,0.085347758,0.101224119,0.10899226,0.089343481,0.107748549,10:24:19,pos 3,0.821331279,0.220033225,1.041364505,1.58113883,1.58113883,0.012730397,0.028147149,0.057277764,0.025201131,0.082115168
Leaf: 3,b'AS7262',16,2,0.178636766,0.131524825,0.155331107,0.167408916,0.137157653,0.16730303,10:24:19,pos 3,0.821331279,0.220033225,1.041364505,1.58113883,1.58113883,0.012730397,0.028147149,0.057277764,0.025201131,0.082115168
Leaf: 3,b'AS7262',16,3,0.199626976,0.146484996,0.173226478,0.186886373,0.152869803,0.187460356,10:24:20,pos 3,0.821331279,0.220033225,1.041364505,1.58113883,1.58113883,0.012730397,0.028147149,0.057277764,0.025201131,0.082115168
Leaf: 3,b'AS7262',16,3,0.20186155,0.147731667,0.174049937,0.187764591,0.153501348,0.187811152,10:24:20,pos 3,0.821331279,0.220033225,1.041364505,1.58113883,1.58113883,0.012730397,0.028147149,0.057277764,0.025201131,0.082115168
Leaf: 3,b'AS7262',16,2,0.187961784,0.137483952,0.160546005,0.173415218,0.14196372,0.174561816,10:24:20,pos 3,0.821331279,0.220033225,1.041364505,1.58113883,1.58113883,0.012730397,0.028147149,0.057277764,0.025201131,0.082115168
Leaf: 3,b'AS7262',16,1,0.116070795,0.084150949,0.097637748,0.105840101,0.086601563,0.107802532,10:24:20,pos 3,0.821331279,0.220033225,1.041364505,1.58113883,1.58113883,0.012730397,0.028147149,0.057277764,0.025201131,0.082115168
Leaf: 3,b'AS7262',16,0,0.060225912,0.043434358,0.050209509,0.054464757,0.044748767,0.055560791,10:24:20,pos 3,0.821331279,0.220033225,1.041364505,1.58113883,1.58113883,0.012730397,0.028147149,0.057277764,0.025201131,0.082115168
Leaf: 4,b'AS7262',16,0,0.056601447,0.038721901,0.055826974,0.058887179,0.050740938,0.045549601,10:25:12,pos 1,0.757205622,0.203940324,0.961145946,1.58113883,1.58113883,0.008014487,0.014618071,0.029187146,0.019937566,0.047322893
Leaf: 4,b'AS7262',16,1,0.109244135,0.075399251,0.108964153,0.114935848,0.098647541,0.089291242,10:25:12,pos 1,0.757205622,0.203940324,0.961145946,1.58113883,1.58113883,0.008014487,0.014618071,0.029187146,0.019937566,0.047322893
Leaf: 4,b'AS7262',16,2,0.154690622,0.107264402,0.156776651,0.165213371,0.141301348,0.12866142,10:25:12,pos 1,0.757205622,0.203940324,0.961145946,1.58113883,1.58113883,0.008014487,0.014618071,0.029187146,0.019937566,0.047322893
Leaf: 4,b'AS7262',16,3,0.173217649,0.120254825,0.175422149,0.184737957,0.157675808,0.143583798,10:25:13,pos 1,0.757205622,0.203940324,0.961145946,1.58113883,1.58113883,0.008014487,0.014618071,0.029187146,0.019937566,0.047322893
Leaf: 4,b'AS7262',16,3,0.175241024,0.121576297,0.176501824,0.185898459,0.158507583,0.14406951,10:25:13,pos 1,0.757205622,0.203940324,0.961145946,1.58113883,1.58113883,0.008014487,0.014618071,0.029187146,0.019937566,0.047322893
Leaf: 4,b'AS7262',16,2,0.160215338,0.110904713,0.16056433,0.169181115,0.144243527,0.130928113,10:25:13,pos 1,0.757205622,0.203940324,0.961145946,1.58113883,1.58113883,0.008014487,0.014618071,0.029187146,0.019937566,0.047322893
Leaf: 4,b'AS7262',16,1,0.109912738,0.075673518,0.109366704,0.115374973,0.098524299,0.089372203,10:25:13,pos 1,0.757205622,0.203940324,0.961145946,1.58113883,1.58113883,0.008014487,0.014618071,0.029187146,0.019937566,0.047322893
Leaf: 4,b'AS7262',16,0,0.057164464,0.03909591,0.056266124,0.059436065,0.050910388,0.046035313,10:25:13,pos 1,0.757205622,0.203940324,0.961145946,1.58113883,1.58113883,0.008014487,0.014618071,0.029187146,0.019937566,0.047322893
Leaf: 4,b'AS7262',16,0,0.047399538,0.021991446,0.055973357,0.044788758,0.060753562,0.024987521,10:25:34,pos 2,0.757205622,0.203940324,0.961145946,1.58113883,1.58113883,0.008014487,0.014618071,0.029187146,0.019937566,0.047322893
Leaf: 4,b'AS7262',16,1,0.091403334,0.042811023,0.109000753,0.08727221,0.117902589,0.049408374,10:25:34,pos 2,0.757205622,0.203940324,0.961145946,1.58113883,1.58113883,0.008014487,0.014618071,0.029187146,0.019937566,0.047322893
Leaf: 4,b'AS7262',16,2,0.127155331,0.059840685,0.153977072,0.123278854,0.165994025,0.070645063,10:25:34,pos 2,0.757205622,0.203940324,0.961145946,1.58113883,1.58113883,0.008014487,0.014618071,0.029187146,0.019937566,0.047322893
Leaf: 4,b'AS7262',16,3,0.140685484,0.066348347,0.169164324,0.135479729,0.182106634,0.07760701,10:25:34,pos 2,0.757205622,0.203940324,0.961145946,1.58113883,1.58113883,0.008014487,0.014618071,0.029187146,0.019937566,0.047322893
Leaf: 4,b'AS7262',16,3,0.140650294,0.066198743,0.168706865,0.135009239,0.181490578,0.07690542,10:25:35,pos 2,0.757205622,0.203940324,0.961145946,1.58113883,1.58113883,0.008014487,0.014618071,0.029187146,0.019937566,0.047322893
Leaf: 4,b'AS7262',16,2,0.129618543,0.060813089,0.155367707,0.124360944,0.167288035,0.070672041,10:25:35,pos 2,0.757205622,0.203940324,0.961145946,1.58113883,1.58113883,0.008014487,0.014618071,0.029187146,0.019937566,0.047322893
Leaf: 4,b'AS7262',16,1,0.091596881,0.042661419,0.108488419,0.08691153,0.11719401,0.049354391,10:25:35,pos 2,0.757205622,0.203940324,0.961145946,1.58113883,1.58113883,0.008014487,0.014618071,0.029187146,0.019937566,0.047322893
Leaf: 4,b'AS7262',16,0,0.047610666,0.021966525,0.05571719,0.044678981,0.060491696,0.02531133,10:25:35,pos 2,0.757205622,0.203940324,0.961145946,1.58113883,1.58113883,0.008014487,0.014618071,0.029187146,0.019937566,0.047322893
Leaf: 4,b'AS7262',16,0,0.03714196,0.03707628,0.051838036,0.050998965,0.036677049,0.040935281,10:25:56,pos 3,0.757205622,0.203940324,0.961145946,1.58113883,1.58113883,0.008014487,0.014618071,0.029187146,0.019937566,0.047322893
Leaf: 4,b'AS7262',16,1,0.07016679,0.070736676,0.101169244,0.099598529,0.071320745,0.080548315,10:25:56,pos 3,0.757205622,0.203940324,0.961145946,1.58113883,1.58113883,0.008014487,0.014618071,0.029187146,0.019937566,0.047322893
Leaf: 4,b'AS7262',16,2,0.0943944,0.095545611,0.136026793,0.133880118,0.095597533,0.108908873,10:25:57,pos 3,0.757205622,0.203940324,0.961145946,1.58113883,1.58113883,0.008014487,0.014618071,0.029187146,0.019937566,0.047322893
Leaf: 4,b'AS7262',16,3,0.110774859,0.112151404,0.150829819,0.148354918,0.105810418,0.12072805,10:25:57,pos 3,0.757205622,0.203940324,0.961145946,1.58113883,1.58113883,0.008014487,0.014618071,0.029187146,0.019937566,0.047322893
Leaf: 4,b'AS7262',16,3,0.111689765,0.112949284,0.159667721,0.157074286,0.111925816,0.127636041,10:25:57,pos 3,0.757205622,0.203940324,0.961145946,1.58113883,1.58113883,0.008014487,0.014618071,0.029187146,0.019937566,0.047322893
Leaf: 4,b'AS7262',16,2,0.10282215,0.103673973,0.143071493,0.140827384,0.100388188,0.114494644,10:25:57,pos 3,0.757205622,0.203940324,0.961145946,1.58113883,1.58113883,0.008014487,0.014618071,0.029187146,0.019937566,0.047322893
Leaf: 4,b'AS7262',16,1,0.070078829,0.070163202,0.101132644,0.099629894,0.07115131,0.081168944,10:25:57,pos 3,0.757205622,0.203940324,0.961145946,1.58113883,1.58113883,0.008014487,0.014618071,0.029187146,0.019937566,0.047322893
Leaf: 4,b'AS7262',16,0,0.037652192,0.03747523,0.051947819,0.051234202,0.036707844,0.041825771,10:25:57,pos 3,0.757205622,0.203940324,0.961145946,1.58113883,1.58113883,0.008014487,0.014618071,0.029187146,0.019937566,0.047322893
Leaf: 5,b'AS7262',16,0,0.055035533,0.027476842,0.047995465,0.04518082,0.055885889,0.039801934,10:27:18,pos 1,0.620433261,0.20596245,0.826395712,1.58113883,1.58113883,0.017232324,0.028753956,0.056657415,0.045207694,0.098431001
Leaf: 5,b'AS7262',16,1,0.080582724,0.040367522,0.072917244,0.068625907,0.084645258,0.060930684,10:27:18,pos 1,0.620433261,0.20596245,0.826395712,1.58113883,1.58113883,0.017232324,0.028753956,0.056657415,0.045207694,0.098431001
Leaf: 5,b'AS7262',16,2,0.09638257,0.048446023,0.087994745,0.082771376,0.101959399,0.073532385,10:27:18,pos 1,0.620433261,0.20596245,0.826395712,1.58113883,1.58113883,0.017232324,0.028753956,0.056657415,0.045207694,0.098431001
Leaf: 5,b'AS7262',16,3,0.102839745,0.051737244,0.087592178,0.082394997,0.101466478,0.073046673,10:27:18,pos 1,0.620433261,0.20596245,0.826395712,1.58113883,1.58113883,0.017232324,0.028753956,0.056657415,0.045207694,0.098431001
Leaf: 5,b'AS7262',16,3,0.103279611,0.051911788,0.090281973,0.08487281,0.104562694,0.075070483,10:27:18,pos 1,0.620433261,0.20596245,0.826395712,1.58113883,1.58113883,0.017232324,0.028753956,0.056657415,0.045207694,0.098431001
Leaf: 5,b'AS7262',16,2,0.097473429,0.048944695,0.085378134,0.080309261,0.098955615,0.070914897,10:27:18,pos 1,0.620433261,0.20596245,0.826395712,1.58113883,1.58113883,0.017232324,0.028753956,0.056657415,0.045207694,0.098431001
Leaf: 5,b'AS7262',16,1,0.082922798,0.04151447,0.07522278,0.070790071,0.087279347,0.062468782,10:27:18,pos 1,0.620433261,0.20596245,0.826395712,1.58113883,1.58113883,0.017232324,0.028753956,0.056657415,0.045207694,0.098431001
Leaf: 5,b'AS7262',16,0,0.055633755,0.027701248,0.048251632,0.045447421,0.056163168,0.040098774,10:27:18,pos 1,0.620433261,0.20596245,0.826395712,1.58113883,1.58113883,0.017232324,0.028753956,0.056657415,0.045207694,0.098431001
Leaf: 5,b'AS7262',16,0,0.05607362,0.038322971,0.055863574,0.056048669,0.053421235,0.045198805,10:27:43,pos 2,0.620433261,0.20596245,0.826395712,1.58113883,1.58113883,0.017232324,0.028753956,0.056657415,0.045207694,0.098431001
Leaf: 5,b'AS7262',16,1,0.08183194,0.056100632,0.080968337,0.081265875,0.077312931,0.066003766,10:27:43,pos 2,0.620433261,0.20596245,0.826395712,1.58113883,1.58113883,0.017232324,0.028753956,0.056657415,0.045207694,0.098431001
Leaf: 5,b'AS7262',16,2,0.085350833,0.058519192,0.093209643,0.093513782,0.088850559,0.07609589,10:27:43,pos 2,0.620433261,0.20596245,0.826395712,1.58113883,1.58113883,0.017232324,0.028753956,0.056657415,0.045207694,0.098431001
Leaf: 5,b'AS7262',16,3,0.101537759,0.069839053,0.104902015,0.105165755,0.099833645,0.085459474,10:27:44,pos 2,0.620433261,0.20596245,0.826395712,1.58113883,1.58113883,0.017232324,0.028753956,0.056657415,0.045207694,0.098431001
