Leaf number,spectrometer,gain,integration time,450 nm,500 nm,550 nm,570 nm,600 nm,650 nm,Time,position,Chlorophyll a (ug/ml),Chlorophyll b (ug/ml),Total Chlorophyll (ug/ml),vial number stdev,Absorbance (647) stdev,Absorbance (664) stdev,Chlorophyll a (ug/ml) stdev,Chlorophyll b (ug/ml) stdev,Total Chlorophyll (ug/ml) stdev
Leaf: 34,b'AS7262',16,200,0.073800215,0.07634681,0.102221812,0.100210226,0.083898349,0.07091519,11:17:11,pos 1,0.637440288,0.178587099,0.816027387,1.58113883,0.009490153,0.024725028,0.051234653,0.015255761,0.065915849
Leaf: 34,b'AS7262',16,250,0.074171427,0.076476471,0.101941839,0.099771117,0.083557947,0.070731707,11:17:11,pos 1,0.637440288,0.178587099,0.816027387,1.58113883,0.009490153,0.024725028,0.051234653,0.015255761,0.065915849
Leaf: 34,b'AS7262',16,150,0.093438598,0.079521702,0.116619275,0.116781216,0.108865836,0.085882584,11:17:31,pos 2,0.637440288,0.178587099,0.816027387,1.58113883,0.009490153,0.024725028,0.051234653,0.015255761,0.065915849
Leaf: 34,b'AS7262',16,200,0.094728885,0.078528507,0.115634191,0.116041567,0.108306185,0.085648715,11:17:32,pos 2,0.637440288,0.178587099,0.816027387,1.58113883,0.009490153,0.024725028,0.051234653,0.015255761,0.065915849
Leaf: 34,b'AS7262',16,250,0.095193325,0.079059602,0.115284699,0.115641656,0.10771772,0.085335701,11:17:32,pos 2,0.637440288,0.178587099,0.816027387,1.58113883,0.009490153,0.024725028,0.051234653,0.015255761,0.065915849
Leaf: 34,b'AS7262',16,150,0.092195241,0.085106834,0.121815935,0.109107365,0.111741285,0.09012815,11:17:48,pos 3,0.637440288,0.178587099,0.816027387,1.58113883,0.009490153,0.024725028,0.051234653,0.015255761,0.065915849
Leaf: 34,b'AS7262',16,200,0.093426868,0.08483672,0.120748472,0.108270939,0.111017316,0.0896694,11:17:48,pos 3,0.637440288,0.178587099,0.816027387,1.58113883,0.009490153,0.024725028,0.051234653,0.015255761,0.065915849
Leaf: 34,b'AS7262',16,250,0.093687243,0.083617481,0.120269121,0.107731511,0.110515092,0.089361787,11:17:48,pos 3,0.637440288,0.178587099,0.816027387,1.58113883,0.009490153,0.024725028,0.051234653,0.015255761,0.065915849
Leaf: 35,b'AS7262',16,150,0.095702449,0.094764471,0.129952384,0.12252095,0.115119875,0.095561023,11:18:45,pos 1,0.620760324,0.183368432,0.804128757,1.58113883,0.007585315,0.018038154,0.037005683,0.013689338,0.050554761
Leaf: 35,b'AS7262',16,200,0.097975009,0.094299046,0.128799598,0.121671495,0.114822137,0.095970276,11:18:45,pos 1,0.620760324,0.183368432,0.804128757,1.58113883,0.007585315,0.018038154,0.037005683,0.013689338,0.050554761
Leaf: 35,b'AS7262',16,250,0.099394942,0.094029783,0.128246996,0.121205766,0.114458538,0.096053916,11:18:45,pos 1,0.620760324,0.183368432,0.804128757,1.58113883,0.007585315,0.018038154,0.037005683,0.013689338,0.050554761
Leaf: 35,b'AS7262',16,150,0.094611565,0.078341512,0.133794987,0.115756628,0.119032557,0.092268918,11:18:59,pos 2,0.620760324,0.183368432,0.804128757,1.58113883,0.007585315,0.018038154,0.037005683,0.013689338,0.050554761
Leaf: 35,b'AS7262',16,200,0.095995655,0.077369097,0.132962473,0.115116301,0.11833425,0.092084509,11:18:59,pos 2,0.620760324,0.183368432,0.804128757,1.58113883,0.007585315,0.018038154,0.037005683,0.013689338,0.050554761
Leaf: 35,b'AS7262',16,250,0.096516462,0.07812209,0.132528735,0.114694466,0.117804342,0.091714819,11:18:59,pos 2,0.620760324,0.183368432,0.804128757,1.58113883,0.007585315,0.018038154,0.037005683,0.013689338,0.050554761
Leaf: 35,b'AS7262',16,150,0.10264635,0.08793264,0.14396863,0.125897964,0.136110588,0.098439355,11:19:21,pos 3,0.620760324,0.183368432,0.804128757,1.58113883,0.007585315,0.018038154,0.037005683,0.013689338,0.050554761
Leaf: 35,b'AS7262',16,200,0.103904368,0.087866159,0.143191035,0.125262783,0.135355747,0.098129039,11:19:21,pos 3,0.620760324,0.183368432,0.804128757,1.58113883,0.007585315,0.018038154,0.037005683,0.013689338,0.050554761
Leaf: 35,b'AS7262',16,250,0.104743658,0.086549669,0.142673168,0.124787612,0.134952176,0.097770146,11:19:21,pos 3,0.620760324,0.183368432,0.804128757,1.58113883,0.007585315,0.018038154,0.037005683,0.013689338,0.050554761
Leaf: 36,b'AS7262',16,150,0.081615072,0.07953833,0.137539968,0.124841956,0.110899242,0.076905756,11:20:03,pos 1,0.409509514,0.110489297,0.519998811,1.58113883,0.003017118,0.006406403,0.013153833,0.007429552,0.018652916
Leaf: 36,b'AS7262',16,200,0.082447912,0.078865115,0.13610056,0.123631805,0.109507659,0.076433526,11:20:03,pos 1,0.409509514,0.110489297,0.519998811,1.58113883,0.003017118,0.006406403,0.013153833,0.007429552,0.018652916
Leaf: 36,b'AS7262',16,250,0.082623807,0.078590838,0.135500331,0.123018629,0.108531082,0.075999067,11:20:03,pos 1,0.409509514,0.110489297,0.519998811,1.58113883,0.003017118,0.006406403,0.013153833,0.007429552,0.018652916
Leaf: 36,b'AS7262',16,150,0.083667771,0.07712808,0.151397618,0.128396652,0.122493371,0.075304676,11:20:20,pos 2,0.409509514,0.110489297,0.519998811,1.58113883,0.003017118,0.006406403,0.013153833,0.007429552,0.018652916
Leaf: 36,b'AS7262',16,200,0.084497619,0.07594787,0.150528482,0.127442648,0.122069744,0.074639049,11:20:20,pos 2,0.409509514,0.110489297,0.519998811,1.58113883,0.003017118,0.006406403,0.013153833,0.007429552,0.018652916
Leaf: 36,b'AS7262',16,250,0.084432532,0.075199862,0.150307131,0.127152497,0.121877159,0.074261266,11:20:21,pos 2,0.409509514,0.110489297,0.519998811,1.58113883,0.003017118,0.006406403,0.013153833,0.007429552,0.018652916
Leaf: 36,b'AS7262',16,150,0.082154649,0.076230457,0.142297492,0.119489112,0.114863197,0.081673007,11:20:36,pos 3,0.409509514,0.110489297,0.519998811,1.58113883,0.003017118,0.006406403,0.013153833,0.007429552,0.018652916
Leaf: 36,b'AS7262',16,200,0.083521177,0.076284478,0.140729893,0.118205749,0.113790037,0.081344692,11:20:36,pos 3,0.409509514,0.110489297,0.519998811,1.58113883,0.003017118,0.006406403,0.013153833,0.007429552,0.018652916
Leaf: 36,b'AS7262',16,250,0.083348736,0.074441883,0.139123366,0.116501023,0.11225268,0.08037056,11:20:36,pos 3,0.409509514,0.110489297,0.519998811,1.58113883,0.003017118,0.006406403,0.013153833,0.007429552,0.018652916
Leaf: 1,b'AS7262',16,150,0.139618273,0.184924529,0.313432558,0.309224569,0.233300073,0.168742897,16:13:52,pos 1,0.178536649,0.030301405,0.208838054,1.58113883,0.00319875,0.003896537,0.007381983,0.010066401,0.016239584
Leaf: 1,b'AS7262',16,200,0.141785376,0.183573961,0.310434741,0.306503727,0.231485018,0.167519546,16:13:52,pos 1,0.178536649,0.030301405,0.208838054,1.58113883,0.00319875,0.003896537,0.007381983,0.010066401,0.016239584
Leaf: 1,b'AS7262',16,250,0.142543711,0.182254918,0.308079834,0.304369382,0.230044704,0.166548173,16:13:52,pos 1,0.178536649,0.030301405,0.208838054,1.58113883,0.00319875,0.003896537,0.007381983,0.010066401,0.016239584
Leaf: 1,b'AS7262',16,150,0.176953896,0.163415118,0.308101736,0.295194195,0.288426216,0.212619637,16:14:06,pos 2,0.178536649,0.030301405,0.208838054,1.58113883,0.00319875,0.003896537,0.007381983,0.010066401,0.016239584
Leaf: 1,b'AS7262',16,200,0.179657537,0.162841644,0.305558353,0.293197266,0.286516119,0.211625668,16:14:06,pos 2,0.178536649,0.030301405,0.208838054,1.58113883,0.00319875,0.003896537,0.007381983,0.010066401,0.016239584
Leaf: 1,b'AS7262',16,250,0.180498568,0.160034119,0.303073488,0.290926459,0.284532063,0.21036021,16:14:06,pos 2,0.178536649,0.030301405,0.208838054,1.58113883,0.00319875,0.003896537,0.007381983,0.010066401,0.016239584
Leaf: 1,b'AS7262',16,150,0.107514217,0.163664458,0.304003025,0.295873715,0.214075771,0.168257183,16:14:24,pos 3,0.178536649,0.030301405,0.208838054,1.58113883,0.00319875,0.003896537,0.007381983,0.010066401,0.016239584
Leaf: 1,b'AS7262',16,200,0.108989213,0.163365176,0.30035253,0.292617014,0.212476308,0.166453654,16:14:25,pos 3,0.178536649,0.030301405,0.208838054,1.58113883,0.00319875,0.003896537,0.007381983,0.010066401,0.016239584
Leaf: 1,b'AS7262',16,250,0.109698287,0.162128492,0.298696592,0.291296533,0.211276335,0.165954492,16:14:25,pos 3,0.178536649,0.030301405,0.208838054,1.58113883,0.00319875,0.003896537,0.007381983,0.010066401,0.016239584
Leaf: 2,b'AS7262',16,150,0.126703986,0.171327404,0.307723573,0.303788085,0.24556179,0.188981332,16:15:47,pos 1,0.210932288,0.039267532,0.25019982,1.58113883,0.002280789,0.003375352,0.006553674,0.006490456,0.012424851
Leaf: 2,b'AS7262',16,200,0.12852789,0.173114249,0.305814488,0.302426364,0.243192113,0.187380197,16:15:47,pos 1,0.210932288,0.039267532,0.25019982,1.58113883,0.002280789,0.003375352,0.006553674,0.006490456,0.012424851
Leaf: 2,b'AS7262',16,250,0.128728515,0.171732966,0.298842993,0.296195707,0.239194722,0.185825835,16:15:47,pos 1,0.210932288,0.039267532,0.25019982,1.58113883,0.002280789,0.003375352,0.006553674,0.006490456,0.012424851
Leaf: 2,b'AS7262',16,150,0.114481616,0.16742117,0.328851727,0.306014943,0.257196978,0.161223248,16:16:08,pos 2,0.210932288,0.039267532,0.25019982,1.58113883,0.002280789,0.003375352,0.006553674,0.006490456,0.012424851
Leaf: 2,b'AS7262',16,200,0.116132612,0.166157789,0.325530611,0.303226089,0.256000637,0.160409233,16:16:08,pos 2,0.210932288,0.039267532,0.25019982,1.58113883,0.002280789,0.003375352,0.006553674,0.006490456,0.012424851
Leaf: 2,b'AS7262',16,250,0.117249815,0.165250238,0.322937746,0.30102591,0.254722083,0.159737264,16:16:08,pos 2,0.210932288,0.039267532,0.25019982,1.58113883,0.002280789,0.003375352,0.006553674,0.006490456,0.012424851
Leaf: 2,b'AS7262',16,150,0.140404183,0.242122225,0.39976247,0.402743713,0.279389165,0.191427815,16:16:24,pos 3,0.210932288,0.039267532,0.25019982,1.58113883,0.002280789,0.003375352,0.006553674,0.006490456,0.012424851
Leaf: 2,b'AS7262',16,200,0.142717865,0.238365683,0.395721761,0.399131597,0.277065733,0.190024674,16:16:24,pos 3,0.210932288,0.039267532,0.25019982,1.58113883,0.002280789,0.003375352,0.006553674,0.006490456,0.012424851
Leaf: 2,b'AS7262',16,250,0.143437485,0.238674798,0.393194782,0.396669464,0.275400491,0.188858944,16:16:24,pos 3,0.210932288,0.039267532,0.25019982,1.58113883,0.002280789,0.003375352,0.006553674,0.006490456,0.012424851
Leaf: 3,b'AS7262',16,150,0.082705947,0.099967286,0.155264655,0.149860575,0.106216321,0.090577875,16:17:46,pos 1,0.417203387,0.090401874,0.507605261,1.58113883,0.004241816,0.007822595,0.015719215,0.010863674,0.024973114
Leaf: 3,b'AS7262',16,200,0.084207362,0.098575156,0.153931949,0.148739291,0.105841493,0.089952751,16:17:46,pos 1,0.417203387,0.090401874,0.507605261,1.58113883,0.004241816,0.007822595,0.015719215,0.010863674,0.024973114
Leaf: 3,b'AS7262',16,250,0.084657774,0.098757137,0.15314692,0.147878331,0.105142196,0.089372578,16:17:46,pos 1,0.417203387,0.090401874,0.507605261,1.58113883,0.004241816,0.007822595,0.015719215,0.010863674,0.024973114
Leaf: 3,b'AS7262',16,150,0.100300417,0.103856933,0.17592913,0.168240332,0.128336602,0.099015032,16:18:06,pos 2,0.417203387,0.090401874,0.507605261,1.58113883,0.004241816,0.007822595,0.015719215,0.010863674,0.024973114
Leaf: 3,b'AS7262',16,200,0.10234727,0.103487043,0.173858478,0.1663976,0.12723783,0.098466347,16:18:06,pos 2,0.417203387,0.090401874,0.507605261,1.58113883,0.004241816,0.007822595,0.015719215,0.010863674,0.024973114
Leaf: 3,b'AS7262',16,250,0.102519726,0.102706648,0.172623351,0.165185352,0.126233476,0.098126333,16:18:06,pos 2,0.417203387,0.090401874,0.507605261,1.58113883,0.004241816,0.007822595,0.015719215,0.010863674,0.024973114
Leaf: 3,b'AS7262',16,150,0.094271391,0.091323622,0.168061005,0.157147646,0.117492182,0.087681539,16:18:26,pos 3,0.417203387,0.090401874,0.507605261,1.58113883,0.004241816,0.007822595,0.015719215,0.010863674,0.024973114
Leaf: 3,b'AS7262',16,200,0.095626198,0.09060887,0.16638376,0.15569443,0.116570495,0.087092382,16:18:26,pos 3,0.417203387,0.090401874,0.507605261,1.58113883,0.004241816,0.007822595,0.015719215,0.010863674,0.024973114
Leaf: 3,b'AS7262',16,250,0.096150516,0.089372126,0.165465174,0.154797343,0.115937323,0.086717305,16:18:26,pos 3,0.417203387,0.090401874,0.507605261,1.58113883,0.004241816,0.007822595,0.015719215,0.010863674,0.024973114
Leaf: 4,b'AS7262',16,150,0.083480108,0.098570996,0.145505715,0.142573504,0.108475661,0.088473095,16:19:21,pos 1,0.386880072,0.093718342,0.480598414,1.58113883,0.004413275,0.011011267,0.023133036,0.011086103,0.02881443
Leaf: 4,b'AS7262',16,200,0.084673571,0.098014152,0.143739954,0.141109806,0.107589851,0.087861447,16:19:21,pos 1,0.386880072,0.093718342,0.480598414,1.58113883,0.004413275,0.011011267,0.023133036,0.011086103,0.02881443
Leaf: 4,b'AS7262',16,250,0.085094101,0.097171384,0.143214791,0.140457415,0.106990646,0.087462074,16:19:22,pos 1,0.386880072,0.093718342,0.480598414,1.58113883,0.004413275,0.011011267,0.023133036,0.011086103,0.02881443
Leaf: 4,b'AS7262',16,150,0.072055397,0.102593634,0.163986728,0.157210376,0.100290898,0.070969165,16:19:42,pos 2,0.386880072,0.093718342,0.480598414,1.58113883,0.004413275,0.011011267,0.023133036,0.011086103,0.02881443
Leaf: 4,b'AS7262',16,200,0.073122806,0.101592074,0.162184317,0.155733595,0.099518126,0.070577883,16:19:42,pos 2,0.386880072,0.093718342,0.480598414,1.58113883,0.004413275,0.011011267,0.023133036,0.011086103,0.02881443
Leaf: 4,b'AS7262',16,250,0.073523957,0.101220577,0.161578657,0.155085901,0.099035974,0.070343125,16:19:43,pos 2,0.386880072,0.093718342,0.480598414,1.58113883,0.004413275,0.011011267,0.023133036,0.011086103,0.02881443
Leaf: 4,b'AS7262',16,150,0.077486233,0.082330895,0.14046765,0.132934115,0.093862271,0.073002003,16:20:02,pos 3,0.386880072,0.093718342,0.480598414,1.58113883,0.004413275,0.011011267,0.023133036,0.011086103,0.02881443
Leaf: 4,b'AS7262',16,200,0.079052165,0.082305955,0.139266052,0.132108144,0.093287145,0.073046962,16:20:02,pos 3,0.386880072,0.093718342,0.480598414,1.58113883,0.004413275,0.011011267,0.023133036,0.011086103,0.02881443
Leaf: 4,b'AS7262',16,250,0.079618665,0.081183946,0.138984295,0.131763114,0.092960639,0.072966014,16:20:02,pos 3,0.386880072,0.093718342,0.480598414,1.58113883,0.004413275,0.011011267,0.023133036,0.011086103,0.02881443
Leaf: 5,b'AS7262',16,150,0.081966976,0.083644063,0.107799613,0.110518734,0.07742096,0.085091045,16:21:15,pos 1,0.493942559,0.143038126,0.636980685,1.58113883,0.005261939,0.015109368,0.031614398,0.007389617,0.038265514
Leaf: 5,b'AS7262',16,200,0.083134097,0.083016573,0.106741362,0.109588267,0.076843312,0.084609814,16:21:15,pos 1,0.493942559,0.143038126,0.636980685,1.58113883,0.005261939,0.015109368,0.031614398,0.007389617,0.038265514
Leaf: 5,b'AS7262',16,250,0.0835528,0.082699921,0.106296745,0.109042534,0.076410447,0.08420235,16:21:15,pos 1,0.493942559,0.143038126,0.636980685,1.58113883,0.005261939,0.015109368,0.031614398,0.007389617,0.038265514
Leaf: 5,b'AS7262',16,150,0.082095998,0.083876775,0.108031397,0.110675613,0.077431236,0.085145001,16:21:29,pos 2,0.493942559,0.143038126,0.636980685,1.58113883,0.005261939,0.015109368,0.031614398,0.007389617,0.038265514
Leaf: 5,b'AS7262',16,200,0.083239625,0.083502766,0.106924362,0.109690244,0.07680481,0.084528866,16:21:29,pos 2,0.493942559,0.143038126,0.636980685,1.58113883,0.005261939,0.015109368,0.031614398,0.007389617,0.038265514
Leaf: 5,b'AS7262',16,250,0.083644301,0.082081569,0.106304075,0.109067625,0.076373493,0.084062031,16:21:29,pos 2,0.493942559,0.143038126,0.636980685,1.58113883,0.005261939,0.015109368,0.031614398,0.007389617,0.038265514
Leaf: 5,b'AS7262',16,150,0.08222502,0.083910016,0.108128987,0.110790564,0.077564743,0.085145001,16:21:47,pos 3,0.493942559,0.143038126,0.636980685,1.58113883,0.005261939,0.015109368,0.031614398,0.007389617,0.038265514
Leaf: 5,b'AS7262',16,200,0.083380401,0.083527706,0.107024984,0.109807822,0.076943435,0.084555844,16:21:48,pos 3,0.493942559,0.143038126,0.636980685,1.58113883,0.005261939,0.015109368,0.031614398,0.007389617,0.038265514
Leaf: 5,b'AS7262',16,250,0.083792084,0.082839557,0.106428486,0.109167993,0.076509053,0.084115998,16:21:48,pos 3,0.493942559,0.143038126,0.636980685,1.58113883,0.005261939,0.015109368,0.031614398,0.007389617,0.038265514
Leaf: 5,b'AS7262',16,150,0.074600733,0.07491729,0.096613449,0.099175205,0.072727857,0.074243284,16:23:30,pos 1,0.493942559,0.143038126,0.636980685,1.58113883,0.005261939,0.015109368,0.031614398,0.007389617,0.038265514
Leaf: 5,b'AS7262',16,200,0.075682817,0.07442693,0.095625366,0.098296964,0.072160466,0.073816027,16:23:30,pos 1,0.493942559,0.143038126,0.636980685,1.58113883,0.005261939,0.015109368,0.031614398,0.007389617,0.038265514
Leaf: 5,b'AS7262',16,250,0.076064575,0.074092818,0.095252051,0.097839036,0.071789199,0.073538079,16:23:30,pos 1,0.493942559,0.143038126,0.636980685,1.58113883,0.005261939,0.015109368,0.031614398,0.007389617,0.038265514
Leaf: 5,b'AS7262',16,150,0.059281777,0.046675784,0.085781026,0.078495405,0.063742132,0.052331883,16:23:46,pos 2,0.493942559,0.143038126,0.636980685,1.58113883,0.005261939,0.015109368,0.031614398,0.007389617,0.038265514
Leaf: 5,b'AS7262',16,200,0.060102856,0.046339172,0.084948506,0.077831516,0.063210694,0.052107011,16:23:46,pos 2,0.493942559,0.143038126,0.636980685,1.58113883,0.005261939,0.015109368,0.031614398,0.007389617,0.038265514
Leaf: 5,b'AS7262',16,250,0.060370273,0.045768195,0.084470904,0.077314003,0.062799378,0.051820979,16:23:46,pos 2,0.493942559,0.143038126,0.636980685,1.58113883,0.005261939,0.015109368,0.031614398,0.007389617,0.038265514
Leaf: 5,b'AS7262',16,150,0.072231339,0.069282277,0.107189687,0.098568815,0.083161562,0.070177627,16:24:07,pos 3,0.493942559,0.143038126,0.636980685,1.58113883,0.005261939,0.015109368,0.031614398,0.007389617,0.038265514
Leaf: 5,b'AS7262',16,200,0.07290283,0.068667251,0.106311388,0.097708912,0.082766203,0.069660411,16:24:07,pos 3,0.493942559,0.143038126,0.636980685,1.58113883,0.005261939,0.015109368,0.031614398,0.007389617,0.038265514
Leaf: 5,b'AS7262',16,250,0.072672366,0.067360731,0.104415725,0.095907019,0.081222718,0.068637708,16:24:07,pos 3,0.493942559,0.143038126,0.636980685,1.58113883,0.005261939,0.015109368,0.031614398,0.007389617,0.038265514
Leaf: 6,b'AS7262',16,150,0.102880953,0.079172627,0.123548045,0.117115776,0.107787543,0.086494232,16:24:45,pos 1,0.520347676,0.150152649,0.670500324,1.58113883,0.008418551,0.018551361,0.038019229,0.018809191,0.053470849
Leaf: 6,b'AS7262',16,200,0.105074456,0.080161659,0.123456586,0.116723714,0.10816753,0.086039992,16:24:45,pos 1,0.520347676,0.150152649,0.670500324,1.58113883,0.008418551,0.018551361,0.038019229,0.018809191,0.053470849
Leaf: 6,b'AS7262',16,250,0.105757074,0.079468509,0.122925991,0.115936519,0.107951887,0.085314108,16:24:45,pos 1,0.520347676,0.150152649,0.670500324,1.58113883,0.008418551,0.018551361,0.038019229,0.018809191,0.053470849
Leaf: 6,b'AS7262',16,150,0.069087785,0.04293574,0.08197505,0.072076098,0.076219445,0.053573165,16:25:01,pos 2,0.520347676,0.150152649,0.670500324,1.58113883,0.008418551,0.018551361,0.038019229,0.018809191,0.053470849
Leaf: 6,b'AS7262',16,200,0.06999977,0.042624065,0.081243124,0.071456646,0.07560329,0.053402272,16:25:01,pos 2,0.520347676,0.150152649,0.670500324,1.58113883,0.008418551,0.018551361,0.038019229,0.018809191,0.053470849
